"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"enviro";"enviro2";"env";"site"
"2193";0;0;0;1;1;10;0;0;8;0;0,000187854011194595;-0,0348922064305704;49,807102442719;94
"2194";0;0;0;0;0;11;0;1;8;0;0,014713416272004;-0,0278471086345814;63,028763839975;95
"2195";10;0;0;10;0;0;0;0;0;0;-0,0336850710710948;0,00587247054881404;18,9748125849292;96
"2196";0;0;0;0;0;11;0;0;9;0;0,0215204072725267;-0,0194796813023728;69,2247188417241;97
"2197";0;0;0;0;0;9;1;0;10;0;0,0342159732523654;0,00476407423105738;80,7806553086266;98
"2198";1;3;3;3;2;7;0;0;1;0;-0,0162343399482285;-0,0251266298095431;34,8590622888878;99
"2199";1;1;2;3;0;9;1;0;3;0;-0,0147488002644851;-0,0267841217307237;36,2112510949373;100
"21100";0;0;0;0;0;10;1;0;9;0;0,0238853420521391;-0,0158158764904834;71,3773630093783;101
"21101";8;1;2;6;2;1;0;0;0;0;-0,0312459689231458;0,000262322454051261;21,194966416806;102
"21102";0;0;0;0;0;4;2;3;11;0;0,048744665282509;0,0463073230635383;94,005165528506;103
"21103";0;0;0;0;0;10;0;0;9;1;0,02761544187178;-0,00924397384132115;74,7726268833503;104
"21104";0;0;0;0;0;10;0;0;9;1;0,0312549047164294;-0,00189605055752237;78,085389896296;105
"21105";0;0;1;0;0;9;2;0;8;0;0,00516119141586717;-0,0341374212090081;54,3340035015717;106
"21106";0;0;0;0;0;8;0;0;11;1;0,0355400177490869;0,00794009217657803;81,9858456961811;107
"21107";0;0;0;0;0;9;0;1;9;1;0,0428846622507596;0,0277790646704511;88,6711912229657;108
"21108";3;0;0;7;1;7;1;0;1;0;-0,0184453504998017;-0,0223745588112173;32,8465251950547;109
"21109";8;2;2;8;0;0;0;0;0;0;-0,0535936216957164;0,0671853820602222;0,853371876291931;110
"21110";3;0;2;6;0;7;2;0;0;0;-0,0169903653823059;-0,0242239717867425;34,1709021944553;111
"21111";10;0;1;8;0;1;0;0;0;0;-0,042371417165205;0,0292232772310044;11,0682045808062;112
"21112";10;1;0;8;1;0;0;0;0;0;-0,052321307613279;0,0624397931587884;2,01147547923028;113
"21113";0;2;1;1;3;9;0;0;3;1;-0,0139239169122896;-0,027637997429378;36,9620880112052;114
"21114";1;0;1;2;5;8;0;0;3;0;-0,0118085047040904;-0,0296107661966057;38,8876082375646;115
"21115";0;0;0;0;0;9;1;1;9;0;0,0179288088265397;-0,0242975064231664;65,9555236343294;116
"21116";1;0;0;3;4;9;0;0;3;0;-0,00128989652293858;-0,0347838990418898;48,4620035858825;117
"21117";0;0;0;0;0;10;0;0;9;1;0,0256174267086584;-0,0128849250962573;72,9539654450491;118
"21118";0;0;0;0;0;9;0;1;10;0;0,0419382919686537;0,0250115334928092;87,8097727661952;119
"21119";0;0;0;0;0;8;1;0;11;0;0,0375349806478687;0,012956454974705;83,8017288595438;120
"21120";0;0;0;0;0;8;1;0;9;2;0,0384878977742851;0,0154505790019556;84,6691064769402;121
"21121";11;1;0;8;0;0;0;0;0;0;-0,0510964074029479;0,0579777660462951;3,12642136123031;122
"21122";11;0;0;8;0;1;0;0;0;0;-0,0474506612565478;0,0453166506018808;6,44490364938974;123
"21123";1;0;3;4;0;9;0;1;2;0;-0,0163424952261641;-0,0249999421518182;34,7606156719849;124
"21124";8;0;1;8;1;2;0;0;0;0;-0,0396398274115675;0,0213126953600305;13,5545905912295;125
"21125";0;2;0;3;2;9;1;0;3;0;-0,016029127723853;-0,0253647616313331;35,0458534434438;126
"21126";0;0;0;0;0;11;0;0;9;0;0,0193553391748117;-0,0224916861808739;67,2540001338348;127
"21127";8;3;1;7;1;0;0;0;0;0;-0,0461045276318175;0,0408761663793121;7,67020031344146;128
"21128";0;0;0;0;0;8;1;0;11;0;0,0533549465795501;0,0625682133942036;98,2016005553305;129
"21129";9;0;0;10;0;0;1;0;0;0;-0,0409216672414924;0,0249600236589418;12,3878163285553;130
"21130";1;2;3;5;2;4;2;0;1;0;-0,012864841962558;-0,0286646877293322;37,9260940942913;131
"21131";8;0;2;8;0;2;0;0;0;0;-0,0238280148518111;-0,0142487188923287;27,9470408102497;132
"21132";11;0;1;8;0;0;0;0;0;0;-0,0400130917710619;0,0223629448076922;13,2148326607421;133
"21133";0;1;0;0;0;8;1;0;10;0;0,00306038534358373;-0,0346667823878941;52,421778277494;134
"21134";8;1;0;8;0;3;0;0;0;0;-0,0280974921087721;-0,00636570650923039;24,0608172258362;135
"21135";0;2;0;2;3;9;0;0;3;1;-0,0131750311973603;-0,0283720876313326;37,6437492901459;136
"21136";1;2;2;2;2;7;1;0;3;0;-0,00784700413176764;-0,0324652842085117;42,4935009563342;137
"21137";11;0;0;9;0;0;0;0;0;0;-0,053548567863476;0,0670154073233473;0,894381408579648;138
"21138";0;0;0;0;0;7;0;1;10;2;0,0534485671898716;0,0629137855471508;98,2868172228336;139
"21139";0;0;1;1;3;8;2;1;4;0;-0,0054721467688653;-0,0336515468423551;44,6551769971848;140
"21140";1;0;0;1;0;9;0;0;9;0;0,0300204721591758;-0,0044918921354837;76,9617673475295;141
"21141";0;0;0;0;0;7;0;0;11;2;0,0481248337474879;0,0442342156076847;93,4409737586975;142
"21142";3;0;3;7;2;5;0;0;0;0;-0,0155748019907271;-0,025881515401193;35,4593961965293;143
"21143";1;0;1;1;4;9;1;0;3;0;-0,0112672470160719;-0,0300653612107884;39,3802794162184;144
"21144";0;0;0;0;0;9;1;2;8;0;0,0105255697818008;-0,0313886219381062;59,2168433591723;145
"21145";0;0;0;0;0;9;0;0;9;2;0,0357052260648159;0,00834496487204418;82,1362239308655;146
"21146";0;0;1;1;0;11;0;0;7;0;-0,00195089635764432;-0,0346861329241014;47,8603390278295;147
"21147";0;0;0;0;0;7;0;1;11;1;0,0451955543325997;0,0347995542445441;90,7746438868344;148
"21148";0;0;0;0;1;9;0;0;10;0;0,0291477508572168;-0,00626294925227673;76,1673867003992;149
"21149";0;0;0;0;1;8;1;0;10;0;0,00666430135392211;-0,0335696823681725;55,7021853514016;150
"21150";0;1;0;0;0;10;0;1;8;0;-0,00479215877329884;-0,0339187378871682;45,274125225842;151
"21151";0;0;0;1;1;10;1;0;7;0;0,00390142209228911;-0,034491821012788;53,1873185653239;152
"21152";9;0;1;7;0;3;0;0;0;0;-0,0369209540532619;0,0139559326932135;16,0294017056003;153
"21153";0;0;0;0;0;13;0;0;7;0;0,0234443794078323;-0,016528622774722;70,9759837947786;154
"21154";10;1;0;9;0;0;0;0;0;0;-0,0499058037153367;0,0537410046900911;4,21014938037843;155
"21155";0;0;0;0;0;11;0;0;9;0;0,0155355953649579;-0,0270081169930994;63,7771392473951;156
"21156";8;1;0;8;0;3;0;0;0;0;-0,031133525316897;1,37015570589716e-05;21,2973164161667;157
"21157";0;0;0;1;3;9;0;1;6;0;-0,00454107963046047;-0,0340092400936704;45,5026660114527;158
"21158";0;0;1;1;1;9;2;0;6;0;-0,00672713237164671;-0,0330737010728255;43,5128463665023;159
"21159";1;0;1;2;0;11;0;0;5;0;-0,00155920136166405;-0,0347477471841242;48,2168731512502;160
"21160";11;0;0;9;0;0;0;0;0;0;-0,0492578188108766;0,0514767148864369;4,79996730573475;161
"21161";0;0;0;2;1;13;0;0;4;0;-0,00815067882879666;-0,0322852188814494;42,2170859063044;162
"21162";0;0;0;0;0;4;1;1;14;0;0,0484854502383433;0,0454370833915571;93,7692191684619;163
"21163";8;0;1;8;1;2;0;0;0;0;-0,0300940815125284;-0,00224281256896475;22,2434535622597;164
"21164";12;1;0;7;0;0;0;0;0;0;-0,0516661258457245;0,0600400958764248;2,6078442344442;165
"21165";0;0;0;0;0;12;0;0;8;0;0,00255147437772548;-0,0347486840327359;51,9585501868278;166
"21166";0;0;0;0;1;7;1;0;11;0;0,0483147309082523;0,0448665031615611;93,6138246208429;167
"21167";8;0;0;9;1;2;0;0;0;0;-0,0356545157446645;0,0107052669759389;17,1821569791064;168
"21168";10;0;1;9;0;0;0;0;0;0;-0,0544016821924217;0,0702580043848954;0,117847695946693;169
"21169";0;0;0;0;0;12;0;0;8;0;0,00338078633460023;-0,0346059487387558;52,7134181698784;170
"21170";13;1;0;6;0;0;0;0;0;0;-0,0474935549248382;0,0454602223075122;6,40586037188768;171
"21171";7;2;0;10;0;1;0;0;0;0;-0,0404142004776071;0,0235023757003658;12,8497298574075;172
"21172";2;3;3;5;0;5;1;0;1;0;-0,0177365685803186;-0,0232939339589904;33,4916826337576;173
"21173";0;0;1;1;1;8;1;0;8;0;0,00868512979237557;-0,0325579572068328;57,5416122097522;174
"21174";9;1;3;6;0;1;0;0;0;0;-0,0400604210015755;0,0224968089668598;13,1717519834638;175
"21175";0;0;0;1;0;11;0;1;7;0;0,00388275139495455;-0,034496240747547;53,1703238608316;176
"21176";0;0;0;0;0;12;0;0;8;0;0,000653818231909886;-0,0348947607994092;50,2312389435247;177
"21177";10;0;1;9;0;0;0;0;0;0;-0,0468627122322558;0,0433616344446791;6,98007487226278;178
"21178";0;0;0;1;0;10;1;0;8;0;0,00524964479635587;-0,0341083769676066;54,4145167805254;179
"21179";7;3;1;5;1;3;0;0;0;0;-0,0270776045538512;-0,00836441365564013;24,9891536077484;180
"21180";5;1;3;5;3;1;1;0;1;0;-0,025320520137047;-0,0116376035117454;26,5885116765276;181
"21181";4;4;1;7;1;3;0;0;0;0;-0,0345014567808313;0,00784294909575379;18,2317105121911;182
"21182";11;1;0;6;0;2;0;0;0;0;-0,0488892495146508;0,0502018737266049;5,13545162975788;183
"21183";0;0;1;0;1;10;1;0;7;0;-0,00250696041560345;-0,0345802772368834;47,3541905870661;184
"21184";0;0;0;0;0;6;0;1;12;1;0,0506024973159173;0,0526816719926601;95,6962275085971;185
"21185";9;0;1;9;0;1;0;0;0;0;-0,0338086633231374;0,00616779322564911;18,8623147085309;186
"21186";8;0;1;6;3;2;0;0;0;0;-0,0297959941837913;-0,00287601677156095;22,5147827994078;187
"21187";0;0;0;1;0;9;0;0;9;1;0,0341870411495777;0,0046960397163429;80,7543203234673;188
"21188";2;4;2;5;1;6;0;0;0;0;-0,0265355406604167;-0,00939717612961308;25,482558622025;189
"21189";2;2;4;2;1;8;0;0;1;0;-0,0121595666964308;-0,0293049853245851;38,5680596577004;190
"21190";10;0;0;10;0;0;0;0;0;0;-0,0470523759060276;0,0439896584248869;6,80743653792888;191
"21191";0;0;1;0;0;11;1;0;7;0;0,00390738974663728;-0,0344904032177917;53,1927505275235;192
"21192";0;0;0;0;0;8;0;1;11;0;0,0493317876635994;0,048295752371714;94,539584312588;193
"21193";0;0;0;0;0;8;0;2;10;0;0,0410616253299553;0,0225035972187846;87,0118009392172;194
"21194";0;0;0;0;1;11;0;0;8;0;0,0106439570235233;-0,0313053135745603;59,3246034579352;195
"21195";0;0;0;0;1;9;0;0;9;1;0,0201246400121898;-0,0214589086287389;67,9542439524084;196
"21196";0;0;0;0;0;9;0;0;11;0;0,034936038466583;0,00647613982163635;81,4360831864178;197
"21197";0;0;0;0;0;8;0;0;12;0;0,0364487852937756;0,0101907643720212;82,8130368608981;198
"21198";0;0;0;0;0;8;1;0;11;0;0,0529513448980051;0,0610854410114443;97,8342285612598;199
"21199";0;0;0;0;0;8;0;1;11;0;0,0207247369595388;-0,0206246163076762;68,5004726285115;200
"21200";0;0;0;0;0;9;0;1;9;1;0,0421980793731337;0,0257650238036613;88,0462401080877;201
"21201";0;0;0;0;0;12;0;0;8;0;0,0105168203376374;-0,0313947400600704;59,208879317157;202
"21202";11;1;0;8;0;0;0;0;0;0;-0,0517881714254947;0,0604848353509216;2,49675419181585;203
"21203";1;1;0;3;0;8;4;0;3;0;-0,0145200239639221;-0,0270256965850789;36,419491074048;204
"21204";4;0;1;9;0;6;0;0;0;0;-0,0170295101110008;-0,0241761489480201;34,1352713294327;205
"21205";0;0;0;0;0;8;0;2;9;1;0,0389025560420614;0,0165556711326603;85,0465425522998;206
"21206";1;0;3;2;2;8;2;0;2;0;-0,00943189299134185;-0,0314546762756414;41,0508811473846;207
"21207";0;0;0;3;0;9;1;1;6;0;0,013072471989251;-0,0293806006829512;61,5351204760373;208
"21208";0;0;0;0;0;10;0;0;10;0;0,0187999848630826;-0,0232115783310028;66,7484977282584;209
"21209";0;1;0;0;1;10;2;0;6;0;-0,00341519102717815;-0,0343609843346796;46,5274881571531;210
"21210";8;1;1;9;0;1;0;0;0;0;-0,0523955514634416;0,0627136112309472;1,94389619864523;211
"21211";0;0;3;2;3;9;2;0;1;0;-0,0136120055830199;-0,0279485014068245;37,2460003243759;212
"21212";0;0;0;0;0;11;0;0;9;0;0,00317973569357203;-0,0346449587945296;52,5304150301963;213
"21213";8;2;0;7;0;3;0;0;0;0;-0,0399068903352004;0,0220631376241665;13,3115008240566;214
"21214";9;1;0;9;1;0;0;0;0;0;-0,0400496015345842;0,0224661938253401;13,181600230746;215
"21215";10;0;1;7;0;2;0;0;0;0;-0,0382843387038124;0,0175805236912086;14,7884025704116;216
"21216";9;0;0;10;0;1;0;0;0;0;-0,0387615286148901;0,0188797858695215;14,3540480639786;217
"21217";0;1;0;0;2;8;1;1;7;0;0,000112003710155084;-0,0348903568874503;49,7380609158427;218
"21218";3;1;2;6;3;5;0;0;0;0;-0,0198265385591268;-0,0204822863118346;31,5893207909539;219
"21219";10;1;0;8;0;1;0;0;0;0;-0,0323786569398191;0,0028159796645665;20,163955213502;220
"21220";0;1;0;1;0;13;0;0;5;0;-0,00927169137034853;-0,0315647916849257;41,1967021180317;221
"21221";0;0;0;0;0;9;2;0;8;1;0,0218018630270762;-0,0190641022756874;69,480909453705;222
"21222";9;2;0;7;0;2;0;0;0;0;-0,0428309191064649;0,0306051327822448;10,6499502668157;223
"21223";0;0;0;0;0;10;0;0;9;1;0,0455230087641023;0,0358245008470702;91,0727040609345;224
"21224";7;0;0;8;1;4;0;0;0;0;-0,0285999311773936;-0,0053543760013326;23,6034800764173;225
"21225";0;0;0;1;0;10;2;0;7;0;-0,0065253079084774;-0,0331740444978639;43,6965538654476;226
"21226";0;0;0;0;0;9;0;0;11;0;0,0335663628916784;0,00325056667277477;80,1893578376621;227
"21227";1;1;1;4;6;5;2;0;0;0;-0,0150039415387178;-0,0265103995610516;35,979012819007;228
"21228";0;0;0;0;0;10;0;0;10;0;-0,00130639833381387;-0,0347818293536619;48,4469830757007;229
"21229";0;0;0;0;0;9;0;0;10;1;0,0507792733671518;0,0533007504976553;95,8571350900456;230
"21230";0;0;0;2;0;10;0;1;7;0;0,0118247026641814;-0,0304209156421053;60,3993583470583;231
"21231";0;0;0;0;0;9;0;0;11;0;0,0550571632668703;0,0689469577536766;99,751016148366;232
"21232";11;0;0;9;0;0;0;0;0;0;-0,0502558668396813;0,0549764385716585;3,89151000417769;233
"21233";3;3;2;4;1;7;0;0;0;0;-0,0212231312348634;-0,0184335677949955;30,3180945804343;234
"21234";10;0;0;9;0;1;0;0;0;0;-0,0352459001806269;0,00968032006394636;17,5540927797556;235
"21235";10;0;1;7;0;2;0;0;0;0;-0,0450362050061473;0,0374420837880681;8,64262394607067;236
"21236";0;0;0;0;0;6;1;2;11;0;0,0503481316032117;0,0517946966068929;95,4646951751783;237
"21237";0;0;0;0;0;9;0;2;9;0;0,0233277438045602;-0,016714876859953;70,8698180969805;238
"21238";0;0;0;0;0;13;1;0;6;0;0,00820152789056161;-0,0328260069910033;57,1014212910086;239
"21239";1;3;3;4;4;4;0;0;1;0;-0,0225245987825376;-0,0164018890407216;29,1334545006976;240
"21240";0;0;0;1;2;10;0;1;6;0;-0,00196810551030421;-0,0346831804010382;47,8446746710688;241
"21241";6;0;3;6;1;4;0;0;0;0;-0,0295996800187662;-0,00328964594357962;22,6934746373445;242
"21242";10;0;0;9;0;1;0;0;0;0;-0,0517757875598413;0,0604396606207396;2,50802640803158;243
"21243";10;0;0;9;0;1;0;0;0;0;-0,0367175959632153;0,0134264156088895;16,2145051639527;244
"21244";0;0;5;3;0;8;0;1;3;0;-0,0191309628767713;-0,0214518849821061;32,2224574629217;245
"21245";10;1;1;8;0;0;0;0;0;0;-0,0422255714387547;0,0287877569214722;11,2009583273903;246
"21246";11;0;0;9;0;0;0;0;0;0;-0,051538693617692;0,0595768363251955;2,72383738774806;247
"21247";0;0;0;1;0;9;1;0;9;0;0,0245567044068995;-0,0147046729667368;71,9884598860517;248
"21248";0;0;0;0;0;7;1;1;11;0;0,0356647502453971;0,00824559546403761;82,0993814617395;249
"21249";6;1;1;8;0;2;2;0;0;0;-0,0256978301805062;-0,0109528926023783;26,2450712267309;250
"21250";3;0;1;7;2;5;1;1;0;0;-0,0163744581067585;-0,0249623461959036;34,7315219696611;251
"21251";0;0;0;0;0;10;0;1;9;0;0,0214360863918281;-0,0196031079575716;69,1479671048;252
"21252";0;2;3;0;3;5;3;2;2;0;-0,00587825766820597;-0,0334765838873928;44,2855210276321;253
"21253";0;0;0;0;0;12;0;1;7;0;0,0187388402522287;-0,0232895235059748;66,6928418213502;254
"21254";0;0;0;0;0;8;1;1;9;1;0,0512103726951891;0,0548196240131485;96,2495363783091;255
"21255";0;0;0;0;0;8;1;0;11;0;0,0252812987776551;-0,0134700744463927;72,6480103563517;256
"21256";2;2;4;3;1;3;3;1;1;0;-0,0131138872515658;-0,0284302956820571;37,6994045916945;257
"21257";0;0;0;0;0;10;0;0;9;1;0,0327351062756645;0,00135679207317779;79,4327197596431;258
"21258";0;0;0;0;0;7;0;0;13;0;0,0403721609036106;0,0205688728508449;86,3842269405723;259
"21259";0;0;0;0;0;8;0;1;11;0;0,00964018684959004;-0,0319806556722099;58,4109376650304;260
"21260";3;0;3;7;1;4;0;1;1;0;-0,0153244731371603;-0,0261600875810887;35,687254043296;261
"21261";0;0;2;2;0;10;0;0;6;0;-0,0102750800304237;-0,0308455914652506;40,2833835920319;262
