"";"site";"env";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"enviro";"enviro2"
"25";"120";46,8288999516517;0;0;2;4;7;5;0;1;0;1;0,0183632323860233;0,0119322005910283
"26";"121";67,7673274418339;0;0;1;0;2;4;0;6;2;5;-0,00373683390400275;-0,0149424276843275
"27";"122";86,3208988681436;0;0;0;0;0;2;0;9;4;5;-0,0241052184944363;0,0287518027921073
"28";"123";99,6318470453843;0;0;0;0;0;0;0;8;3;9;-0,00705405797076659;-0,0123030650109626
"29";"124";60,6216423446313;0;0;1;3;1;5;7;0;3;0;0,00897995344652703;-0,00892247239119135
"30";"125";31,9978226209059;0;3;7;1;5;2;2;0;0;0;-0,0154378558136451;0,00213175844998268
"31";"126";47,8858740301803;0;3;3;1;5;3;3;0;2;0;0,0100998656749991;-0,00716587122158521
"32";"127";22,469372372143;1;6;7;3;0;2;0;1;0;0;-0,0214836204486665;0,0194456546288188
"33";"128";41,654790379107;0;2;4;5;4;2;1;1;0;1;0,00202488896391318;-0,0153865673847036
"34";"129";11,8965510511771;2;9;8;1;0;0;0;0;0;0;-0,00222769174672738;-0,0155667034074818
"35";"13";83,843041351065;0;0;0;1;1;0;0;8;5;5;-0,00057783541829876;-0,015836682681881
"36";"130";27,0122833084315;0;4;4;5;4;1;2;0;0;0;-0,0242884154818987;0,0294427834120662
"37";"131";40,0012446800247;0;3;6;4;3;3;1;0;0;0;-0,014480874279961;-7,84487668157142e-05
"38";"132";13,1719113327563;2;7;7;4;0;0;0;0;0;0;-0,00918470541721953;-0,00968911096391095
"39";"133";83,9708707761019;0;0;0;0;0;2;2;5;8;3;-0,0054692904989092;-0,0137812923667503
"40";"134";53,605297463946;0;0;2;2;2;5;1;3;5;0;0,0185313971746711;0,0124330797260757
"41";"135";78,9891898399219;0;0;0;0;1;4;0;6;2;7;0,0175941189788583;0,00969844968134857
"42";"136";67,5816045841202;0;1;0;1;3;7;2;3;2;1;-0,0227925095654541;0,0239559596716413
"43";"137";75,6933062104508;0;0;0;1;0;0;2;9;3;5;0,0157266848544041;0,00466451017093798
"44";"138";70,4613187117502;0;0;0;0;0;4;1;6;3;6;0,018821240277392;0,013306884715455
"45";"139";17,282650875859;0;8;11;1;0;0;0;0;0;0;0,0193767919720817;0,0150189072578987
"46";"14";68,6192238936201;0;0;0;1;2;2;3;5;1;6;-0,0199921694782027;0,0146368212292429
"47";"140";33,9216222986579;1;3;4;3;5;2;1;1;0;0;-0,00895401740988814;-0,0100068170816924
"48";"141";38,0906932288781;0;4;7;7;0;2;0;0;0;0;-0,00976674084968659;-0,00885008611215478
"49";"142";30,0119565567002;0;5;6;3;3;2;1;0;0;0;-0,0124806190662103;-0,00422998885838781
"50";"143";40,0613499106839;0;2;3;5;4;3;2;1;0;0;-0,0105838119126425;-0,00758177082022993
"51";"144";42,8966685663909;0;2;4;5;3;2;3;0;1;0;0,00566623437605024;-0,0129572870302881
"52";"145";66,7840075213462;0;0;0;2;1;5;2;4;3;3;-0,0044599630404654;-0,0145155358178534
"53";"146";55,6599239818752;0;4;0;3;2;4;4;1;0;2;0,0187192347308635;0,0129978468298218
"54";"147";64,5267837215215;0;0;0;3;3;4;5;2;2;1;0,00915621082079536;-0,00865917391341427
"55";"148";65,0651169475168;0;0;0;3;3;7;1;3;3;0;-0,00236654687062848;-0,0155243235992151
"56";"149";79,606593796052;0;0;0;0;0;1;0;9;4;6;-0,00204677971639066;-0,0156173407345023
"57";"15";70,6576386932284;0;0;0;0;3;2;5;5;4;1;-0,0148409258691897;0,000736101668435956
"58";"150";6,53785022441298;2;8;8;2;0;0;0;0;0;0;0,00590183547161647;-0,0127278148636958
"59";"151";77,0632478408515;0;0;0;0;0;1;0;9;2;8;0,0162504076922653;0,00602058288365997
"60";"152";7,86361340433359;0;11;8;1;0;0;0;0;0;0;0,0219404633750541;0,0235521861812677
"61";"153";49,6757958317176;0;3;2;2;1;7;2;1;2;0;-0,0160232870855856;0,00355531538217062
"62";"154";75,2021898049861;0;0;1;0;3;3;2;6;0;5;-0,00250525575672334;-0,0154789412255956
"63";"155";91,9437965843827;0;0;0;0;0;1;0;9;2;8;0,00584790837206888;-0,0127811145162918
"64";"156";93,6575887957588;0;0;0;0;1;2;0;7;0;10;-0,0236297796251007;0,0269833311887707
"65";"157";0,712661538273096;2;9;6;2;1;0;0;0;0;0;0,0222100414803563;0,0245099381741363
"66";"158";19,859334686771;2;8;6;2;1;0;1;0;0;0;0,0117731241789046;-0,00417142902792297
"67";"159";51,5156352426857;0;1;1;5;2;3;2;3;3;0;-0,00678455944918359;-0,0125825004043903
"68";"16";79,3949689716101;0;0;0;0;1;0;1;7;4;7;-0,00262604153646335;-0,0154369421634535
"69";"160";84,1544981813058;0;0;0;0;1;0;0;8;3;8;-0,0173364995595457;0,00694591122747196
"70";"161";55,4559730924666;0;0;0;0;6;7;5;1;1;0;-0,0179261603227396;0,00855716862023012
"71";"162";59,6562249353155;0;1;1;2;6;6;1;2;0;1;-0,00833318216908818;-0,0108199969604288
"72";"163";93,635020731017;0;0;0;0;0;0;0;10;1;9;0,0170666377560172;0,00822060659657309
"73";"164";5,55043101776391;0;9;8;3;0;0;0;0;0;0;0,0151044418311423;0,00310977681682602
"74";"165";76,717743719928;0;0;0;0;1;1;0;9;2;7;-0,0105160613629385;-0,00769095603385855
"75";"166";6,89932855311781;4;8;8;0;0;0;0;0;0;0;0,0174519045004296;0,00929567116934735
"76";"167";13,3575636195019;4;6;5;3;1;1;0;0;0;0;-0,000393426713406241;-0,0158400872104271
"77";"168";78,4133760957047;0;0;0;0;1;3;1;5;6;4;-0,00967825158285422;-0,00898110316923473
"78";"169";81,1990862712264;0;0;0;1;1;3;0;10;1;4;-0,0203574757822203;0,0157821055985361
"79";"17";11,6373686352745;1;9;9;0;1;0;0;0;0;0;-0,00223574338851313;-0,0155643293314427
"80";"170";64,085317030549;0;2;0;1;5;5;1;2;3;1;0,0200721365901801;0,0172305665339447
"81";"171";91,1519711371511;0;0;0;0;0;1;0;7;5;7;0,0152312513751409;0,00342165006719282
"82";"172";54,0964404819533;0;0;1;4;6;3;3;1;2;0;-0,0216628557418552;0,0200472569244636
"83";"173";78,2120761927217;0;0;0;0;0;1;0;9;4;6;0,0231871405127845;0,0280777679746095
"84";"174";34,216443519108;0;2;8;3;5;1;1;0;0;0;0,00228926071445966;-0,0152808552984068
"85";"175";29,5973255764693;0;5;5;7;2;1;0;0;0;0;-0,00328582027874083;-0,0151667664218621
"86";"176";68,1597495218739;0;1;1;1;2;6;1;4;4;0;0,016469841876257;0,0066016694176751
"87";"177";62,3879604041576;0;1;0;2;2;2;9;1;1;2;0,0145455730554027;0,00176563377252794
"88";"178";48,6397542525083;0;4;1;2;3;6;3;0;1;0;-0,00553169056514016;-0,0137306059219266
"89";"179";18,4282740345225;0;9;6;2;2;0;0;1;0;0;0,0217147179144277;0,022759011939346
"90";"18";8,05601011961699;1;12;7;0;0;0;0;0;0;0;0,0194997641205032;0,0154044698250432
"91";"180";71,8122353078797;0;0;0;1;0;5;1;7;3;3;0,0200323054259064;0,017101810375443
"92";"181";22,5123209645972;0;7;5;2;6;0;0;0;0;0;0,0106817952976849;-0,00617472162412975
"93";"182";20,0062582269311;2;9;7;1;1;0;0;0;0;0;0,00319853989527326;-0,0148328059744326
"94";"183";92,884889151901;0;0;0;0;0;2;0;7;3;8;0,0130208132093531;-0,00165013530317952
"95";"184";81,8772702710703;0;0;0;0;0;1;0;7;5;7;-0,0101896996837175;-0,0082067328347058
"96";"185";56,4615791663527;0;2;1;3;3;8;2;1;0;0;0,0114340779690026;-0,00481398463571265
"97";"186";45,6773745128885;0;1;2;3;3;5;3;1;1;1;-0,0114368692249344;-0,0061448335013442
"98";"187";76,2939309934154;0;0;0;1;2;1;2;3;4;7;0,0226588268073322;0,0261298904038168
"99";"188";68,412955570966;0;1;0;2;3;2;1;6;2;3;0,0162745342480841;0,00608409978421673
"100";"189";89,0894071664661;0;0;0;0;0;2;0;6;1;11;-0,0236210332448421;0,026951132792088
"101";"19";2,93057051021606;3;9;8;0;0;0;0;0;0;0;0,0163456131005665;0,00627176148222652
"102";"190";98,1459788046777;0;0;0;0;0;0;1;4;5;10;0,0127927089964139;-0,00212948896074764
"103";"191";85,7335619162768;0;0;0;0;0;1;0;7;3;9;-0,010018687533338;-0,00847026572809658
"104";"192";23,0283749988303;3;6;6;0;4;1;0;0;0;0;0,000111355141988431;-0,0158218719780445
"105";"193";62,3413553461432;0;0;0;0;2;5;6;2;2;3;-0,0182033583828843;0,00933363502562515
"106";"194";69,8475308716297;0;0;0;1;2;8;2;2;2;3;0,00594522764912019;-0,0126845933297153
"107";"195";89,5264465361834;0;0;0;0;0;0;0;10;2;8;-0,0233323640335002;0,0258952384963281
"108";"196";75,5984256276861;0;0;0;0;1;4;2;5;4;4;-0,0104033458514488;-0,00787099578590847
"109";"197";9,48775354772806;2;9;8;1;0;0;0;0;0;0;-0,004774275987613;-0,0143041760924972
"110";"198";79,0227476973087;0;0;0;0;3;0;0;11;1;5;0,00856710816379257;-0,00951994373060491
"111";"199";1,09320778865367;7;7;5;0;1;0;0;0;0;0;-0,00477574011942869;-0,0143031549444638
"112";"2";18,4500648174435;1;8;10;0;1;0;0;0;0;0;-0,0201336617312281;0,0150779120456511
"113";"20";1,89837759826332;2;9;8;0;1;0;0;0;0;0;-0,00549046543064449;-0,0137641614431607
"114";"200";31,5491180866957;0;3;2;4;6;4;0;0;1;0;-0,0206176402098718;0,0166106352315022
"115";"201";26,126810326241;0;7;8;1;2;1;0;0;1;0;0,020631065979301;0,0190638203761333
"116";"202";89,5705080823973;0;0;0;0;1;0;0;5;2;12;-0,0226432644391348;0,0234279773999837
"117";"203";0,427120155654848;5;8;7;0;0;0;0;0;0;0;-0,015656835328502;0,00265788619346646
"118";"204";55,1029208814725;0;0;0;2;6;6;3;1;2;0;-0,0242368890184187;0,0292478994243269
"119";"205";55,8030368760228;0;1;3;0;5;5;1;1;2;2;0,0030621741725731;-0,0149083424700058
"120";"206";65,0041970657185;0;0;0;1;1;8;1;3;3;3;-0,00180652312799794;-0,0156765798720216
"121";"207";62,4281309777871;0;0;1;2;3;2;1;7;1;3;0,00850163303446443;-0,00961222087254253
"122";"208";95,7236314658076;0;0;0;0;0;0;0;9;1;10;0,0176357053865298;0,00981683528298706
"123";"209";53,6113540641963;0;3;4;3;2;3;2;1;0;2;0,0241887921713793;0,0318921209321148
"124";"21";16,681719222106;0;7;11;0;1;1;0;0;0;0;0,0049837548220589;-0,0135724214512042
"125";"210";51,7634963151067;0;1;4;4;4;5;1;1;0;0;-0,00910798171434914;-0,00979571064844367
"126";"211";70,7030769204721;0;0;1;1;0;2;2;2;8;4;-0,00128616629287954;-0,0157735567051722
"127";"212";52,963101118803;0;1;1;2;1;7;7;0;0;1;-0,013798914364213;-0,00156501502205625
"128";"213";24,6814095415175;0;6;9;1;2;2;0;0;0;0;-0,00435377886152858;-0,0145834054482394
"129";"214";73,4803649829701;0;0;0;1;3;3;1;6;3;3;-0,0190039992878745;0,0116446309174087
"130";"215";21,7423953814432;1;7;8;1;0;2;1;0;0;0;-0,0115624027930657;-0,00592365489036857
"131";"216";89,9693185463548;0;0;0;0;1;1;0;6;4;8;-0,00516783270085824;-0,014017479645611
"132";"217";75,5255442578346;0;0;1;0;4;3;1;4;2;5;-0,0183761291695438;0,00982374057646946
"133";"218";17,4216047395021;2;5;8;2;3;0;0;0;0;0;0,0164787676666224;0,00662546724430484
"134";"219";73,6582644050941;0;0;0;2;0;4;1;5;3;5;0,00152955183791841;-0,0155548497466674
"135";"22";94,6057354332879;0;0;0;0;0;0;0;7;4;9;0,0140262460975703;0,000560910447821909
"136";"220";43,7503290595487;0;3;5;2;3;6;1;0;0;0;0,00841020017871873;-0,00973994596142054
"137";"221";87,3761437134817;0;0;0;0;1;0;0;8;7;4;0,01240365609353;-0,00292806742746861
"138";"222";67,9088638629764;0;0;1;3;1;4;0;3;3;5;0,00982790659171359;-0,00761069554555695
"139";"223";16,0963929258287;1;6;7;3;3;0;0;0;0;0;-0,0163523790491787;0,00437936810444999
"140";"224";10,7498234137893;9;6;4;0;1;0;0;0;0;0;-0,00816087966894194;-0,0110348653475442
"141";"225";18,9144661882892;3;9;5;1;0;2;0;0;0;0;-0,00610841253781461;-0,0132329719301617
"142";"226";58,0213388428092;0;1;0;1;4;5;4;3;1;1;-0,0100856395407148;-0,00836764286227671
"143";"227";62,6909500919282;0;1;1;1;3;5;2;2;2;3;-0,00513824241266172;-0,014039887848096
"144";"228";44,2089722491801;0;3;4;4;2;4;0;2;0;1;-0,00374239224735804;-0,0149394620507055
"145";"229";83,7789562996477;0;0;0;0;0;0;0;9;3;8;0,00801753673340266;-0,0102734236355824
"146";"23";27,5308239739388;0;4;7;8;1;0;0;0;0;0;0,00254106098836825;-0,015169883174946
"147";"230";85,9050003578886;0;0;0;0;2;1;0;4;8;5;0,00690628731254095;-0,0116509097030339
"148";"231";63,996867579408;0;0;1;0;4;5;5;0;5;0;0,00717131308697428;-0,0113401385518805
"149";"232";43,2790145277977;0;2;1;7;3;6;0;1;0;0;0,0143301990280421;0,00126083258068978
"150";"233";98,877849499695;0;0;0;0;0;1;0;8;1;10;-0,0216421307796545;0,019977433693782
"151";"234";90,9486357588321;0;0;0;0;1;1;0;5;7;6;0,0130780893701575;-0,00152847760257264
"152";"235";32,1051387814805;0;4;7;5;3;0;1;0;0;0;-0,0209894469093174;0,0178133023408772
"153";"236";91,4335795911029;0;0;0;0;0;0;2;7;4;7;-0,000404973402081337;-0,0158400320127382
"154";"237";92,3210928915069;0;0;0;0;1;0;0;7;2;10;0,0121618755393862;-0,0034122797353792
"155";"238";35,0550640374422;0;4;5;4;3;2;1;1;0;0;0,0204039031306882;0,0183127753760637
"156";"239";48,7516256747767;0;2;2;2;2;7;1;2;2;0;0,0212476168122987;0,021143430097432
"157";"24";46,8599112704396;0;0;5;4;5;3;3;0;0;0;-0,0245099179943674;0,0302853393125416
"158";"240";33,4789843065664;0;2;2;8;3;3;2;0;0;0;-0,0150838568969481;0,00129728206902413
"159";"241";41,7327137896791;0;0;1;5;10;1;3;0;0;0;0,000500794329091639;-0,0157802564759122
"160";"242";99,3899858556688;0;0;0;0;0;0;0;8;3;9;0,0165691689142537;0,00686720456132124
"161";"243";29,7709573060274;1;4;4;4;2;2;3;0;0;0;0,00244065432609705;-0,015215336988022
"162";"244";52,2080184658989;0;0;4;1;3;6;3;3;0;0;0,00450847207115259;-0,013957252993482
"163";"245";76,1565608670935;0;1;0;0;0;1;0;7;4;7;0,0212365063726178;0,0211054224795974
"164";"246";65,9234617836773;0;0;0;1;5;5;3;1;4;1;-0,0221282451922447;0,0216330782662241
"165";"247";49,0855800919235;0;1;1;1;7;7;3;0;0;0;0,0129079949141662;-0,00188824872896609
"166";"248";15,7754875486717;3;7;7;2;1;0;0;0;0;0;-0,0214641720927673;0,0193806821558112
"167";"249";50,6068481365219;0;2;2;4;3;6;1;0;0;2;-0,0182847310564529;0,00956387938655218
"168";"25";87,7986870473251;0;0;0;0;0;0;0;7;4;9;0,0137427683627373;-7,86829959199342e-05
"169";"250";43,0234573082998;1;2;2;4;2;5;1;0;3;0;0,0151141958744786;0,00313367537924877
"170";"251";20,8619038574398;0;7;6;4;1;1;1;0;0;0;0,00668894971194018;-0,0118974639457636
"171";"252";51,2922413414344;0;0;3;4;2;7;1;1;2;0;0,0200140810980976;0,0170429830963998
"172";"253";84,8129191901535;0;0;0;0;1;3;1;7;3;5;0,0017713454936309;-0,0154775565753924
"173";"254";12,1362356701866;7;6;7;0;0;0;0;0;0;0;0,0136436668023927;-0,000299278986762569
"174";"255";33,7707325117663;1;7;7;2;1;2;0;0;0;0;-0,00801573681225739;-0,011212217846745
"175";"256";65,1845660759136;0;1;2;4;6;1;4;1;1;0;-0,0102897657052045;-0,00805038232774071
"176";"257";10,2750109508634;1;9;9;0;1;0;0;0;0;0;0,0086948255788686;-0,00933799277139026
"177";"258";58,972537284717;0;1;1;2;3;4;2;2;3;2;0,00585332740093154;-0,0127757793433973
"178";"259";52,1426702383906;0;2;2;2;6;3;4;0;1;0;-0,000915024999523449;-0,0158165373935812
"179";"26";42,9079589433968;0;2;1;4;7;1;3;0;2;0;-0,0157883795593233;0,0029775883135649
"180";"260";29,6139659127221;0;8;7;1;2;2;0;0;0;0;0,0104929736910406;-0,00650219972808632
"181";"261";76,5834697056562;0;0;0;2;0;3;4;3;6;2;-0,0137777704269147;-0,00160992888114392
"182";"262";92,032324988395;0;0;0;0;0;0;0;8;3;9;-0,015011525257114;0,00112921643471923
"183";"263";50,6674428703263;0;0;4;3;6;2;4;0;1;0;0,0208672105664477;0,0198532200237911
"184";"264";69,0612949198112;0;0;0;0;1;3;1;8;3;4;0,015448071309038;0,00396079023848129
"185";"265";34,0461420360953;0;10;3;2;1;3;1;0;0;0;0,00293572227961933;-0,0149757570918969
"186";"266";65,1599841192365;0;1;0;2;4;5;1;1;2;4;-0,00237342835779062;-0,0155221439335542
"187";"267";48,4142189379781;0;2;4;3;4;3;3;1;0;0;0,0126993485021766;-0,00232330767114075
"188";"268";50,8377031888813;0;0;2;5;5;4;2;1;1;0;0,00881948095217901;-0,00915791418205185
"189";"269";4,139040899463;5;10;5;0;0;0;0;0;0;0;0,0189986642758525;0,0138483356349066
"190";"27";1,53470681980252;1;10;8;1;0;0;0;0;0;0;0,0234572872926472;0,0290908635338833
"191";"270";46,0873854346573;0;1;2;4;7;1;3;0;2;0;0,0173465546839441;0,00899936462291337
"192";"271";78,8728728657588;0;0;0;0;0;2;0;8;1;9;-0,0135237128776724;-0,00214406310833012
"193";"272";43,4231244493276;0;2;7;4;0;4;2;1;0;0;0,00583038335624631;-0,0127983365193171
"194";"273";54,854335077107;0;1;0;4;1;4;4;3;1;2;0,00952573390422074;-0,00809120720044382
"195";"274";90,6095054699108;0;0;0;0;0;0;0;8;6;6;0,0192138222706113;0,0145116259929092
"196";"275";1,43609042279422;0;10;9;0;1;0;0;0;0;0;0,0123569456199578;-0,00302233535322198
"197";"276";42,3732288647443;1;3;4;2;5;4;1;0;0;0;-0,0201898696614231;0,0152540152903805
"198";"277";62,1975886169821;0;0;1;2;0;8;2;3;2;2;0,0140427669005094;0,000598577591860914
"199";"278";74,3325970135629;0;0;1;0;0;2;0;7;3;7;-0,0243225720163659;0,0295722022865535
"200";"279";67,5677547929808;0;0;1;1;3;6;5;3;0;1;-0,00932888256335574;-0,00948627093145329
"201";"28";36,1698522930965;0;3;5;6;5;1;0;0;0;0;-0,0119983282598822;-0,00513622276160922
"202";"280";15,4335085535422;4;6;5;3;2;0;0;0;0;0;0,0192355141239916;0,0145789044021624
"203";"281";36,8630122160539;0;4;5;4;4;0;2;0;1;0;-0,0246504923122934;0,0308240873189655
"204";"282";51,3756590196863;1;1;0;4;5;4;5;0;0;0;0,00226684388469041;-0,0152902482069962
"205";"283";66,9737367192283;0;1;0;2;3;2;1;5;3;3;0,00261151661653935;-0,0151370353249478
"206";"284";13,0678433226421;3;6;7;0;3;1;0;0;0;0;0,0071413217394736;-0,0113758645297923
"207";"285";65,273866802454;0;0;1;3;4;4;0;4;3;1;0,00587310369723182;-0,0127562696360091
"208";"286";24,7300292598084;2;9;3;1;3;1;1;0;0;0;0,0222647462262033;0,0247056962093892
"209";"287";56,5814595203847;0;0;0;4;5;6;1;2;0;2;0,00153253355090632;-0,0155539529528387
"210";"288";89,3152466509491;0;0;0;0;0;0;0;6;6;8;0,000622818327422451;-0,0157622773688313
"211";"289";51,0242987191305;0;1;5;3;4;2;4;0;1;0;0,00994692610118873;-0,00741746440664842
"212";"29";68,7389150960371;0;0;1;1;3;4;4;3;4;0;0,00121339341504731;-0,0156419532011033
"213";"290";89,7617004811764;0;0;0;0;0;3;1;4;2;10;-0,0127099106847449;-0,0037862318200714
"214";"291";60,9409257536754;0;0;2;3;3;5;2;3;2;0;0,0113142073389892;-0,00503680785120866
"215";"292";97,4361991276965;0;0;0;0;1;0;1;6;1;11;-0,0141568109803826;-0,000794035753945399
"216";"293";19,8253975016996;1;12;7;0;0;0;0;0;0;0;0,0194318517211501;0,0151912437178862
"217";"294";78,104141773656;0;0;0;0;2;2;1;6;2;7;0,0123210655357387;-0,00309451157789071
"218";"295";15,1812695665285;5;7;6;1;1;0;0;0;0;0;-0,0162839709451565;0,00420666145630838
"219";"296";46,7125223018229;0;2;5;3;5;4;0;1;0;0;0,0114017886545071;-0,00487422990693297
"220";"297";7,95831428840756;6;5;6;0;2;1;0;0;0;0;-0,00332212832461019;-0,0151498981577282
"221";"298";95,0212713330984;0;0;0;0;1;1;0;7;2;9;0,0181552109062485;0,0113188018455187
"222";"299";31,7653803620487;0;7;7;1;1;1;3;0;0;0;0,00857131255230297;-0,00951399510370391
"223";"3";66,5244441479445;0;0;2;2;3;4;0;2;5;2;-0,016936383373458;0,00588393156802582
"224";"30";19,1402748925611;0;7;9;1;3;0;0;0;0;0;-0,019568542521484;0,0133351456909778
"225";"300";41,8788750423118;2;4;1;5;6;2;0;0;0;0;-0,0155490232538729;0,00239790459086175
"226";"301";49,9004801502451;0;0;2;3;7;5;1;2;0;0;0,00370360450613151;-0,014527396951392
"227";"302";67,1914105070755;0;0;0;0;1;5;0;6;3;5;0,00600249165973844;-0,0126270983145436
"228";"303";90,5014210846275;0;0;0;0;1;2;0;8;2;7;-0,00309633459565003;-0,0152514128310584
"229";"304";18,3157303370535;0;6;8;4;2;0;0;0;0;0;0,0163842866272007;0,00637420289219754
"230";"305";6,85436923522502;6;6;6;0;1;1;0;0;0;0;0,0174309552068206;0,00923660931331078
"231";"306";43,3049385435879;0;2;5;5;4;2;0;1;1;0;0,00664540533616155;-0,011945962878665
"232";"307";44,1098045092076;0;2;1;4;6;5;1;1;0;0;-0,00355416025715169;-0,015037171071463
"233";"308";84,4408374745399;0;0;0;0;0;1;1;10;2;6;0,0238175931187894;0,0304600492278965
"234";"309";88,0194194149226;0;0;0;0;0;0;1;8;3;8;0,0199139774568834;0,0167207907161644
"235";"31";71,0137352114543;0;0;0;1;0;5;6;3;4;1;-0,00905514910586041;-0,00986857437374341
"236";"310";6,46168703678995;5;7;6;2;0;0;0;0;0;0;0,020152719203627;0,0174918216978687
"237";"311";83,1237014615908;0;0;0;0;1;1;0;7;3;8;0,0205896491355006;0,0189262792775502
"238";"312";82,9743347829208;0;0;0;1;0;1;1;4;7;6;-0,0076028771900108;-0,0116984643918431
"239";"313";28,4176903078333;0;7;6;2;2;3;0;0;0;0;-0,000859949799086325;-0,0158210575882763
"240";"314";44,9420711724088;1;1;3;3;7;2;1;1;1;0;-0,00837879391049886;-0,0107623305456134
"241";"315";49,81507610064;0;2;2;3;4;4;3;1;1;0;-0,00431541654013335;-0,0146074865730402
"242";"316";70,4105246346444;0;0;0;1;2;3;2;4;5;3;0,0240697219635332;0,031430376569828
"243";"317";33,0777919618413;1;4;2;2;6;4;0;0;1;0;-0,0102042854090417;-0,00818404170498016
"244";"318";95,6439034314826;0;0;0;0;0;0;0;8;1;11;0,000841660155453138;-0,0157241290402545
"245";"319";19,9019449530169;0;9;7;2;2;0;0;0;0;0;0,0126317200847682;-0,00246284424464827
"246";"32";6,85982410795987;9;8;2;0;1;0;0;0;0;0;0,00759388314943646;-0,0108216331361308
"247";"320";48,2816990232095;0;0;3;3;6;5;1;2;0;0;-0,000695541355104233;-0,0158316950966436
"248";"321";22,6602623704821;1;5;11;1;2;0;0;0;0;0;-0,0170943676701612;0,00630022243965048
"249";"322";14,753174316138;3;8;8;1;0;0;0;0;0;0;5,33911316375216e-05;-0,0158260134806357
"250";"323";90,2485820697621;0;0;0;0;0;1;0;7;5;7;-0,00367997313055222;-0,0149724846328218
"251";"324";79,5580553356558;0;0;0;1;0;3;0;9;2;5;-0,0145902840352913;0,000166900246712464
"252";"325";29,8294530482963;0;5;9;1;4;1;0;0;0;0;0,000390815715801821;-0,0157944413508911
"253";"326";94,3600639002398;0;0;0;0;0;1;0;8;2;9;0,016893314869485;0,00774462180839532
"254";"327";3,22749917395413;3;10;7;0;0;0;0;0;0;0;-0,0188860006232829;0,0112976603995706
"255";"328";99,2993526626378;0;0;0;0;0;1;1;3;4;11;-0,00823516392392379;-0,010942806075217
"256";"329";42,8157149348408;0;3;2;1;3;7;1;0;3;0;0,00723011885305016;-0,0112696752776696
"257";"33";54,6114502940327;0;0;1;1;5;6;5;0;2;0;-0,0198022965136603;0,0140498871044266
"258";"330";20,2849267981946;2;6;6;5;1;0;0;0;0;0;0,00417188714508678;-0,0142081544941276
"259";"331";91,6059002280235;0;0;0;0;0;1;0;10;1;8;0,000809488697763098;-0,0157302124551693
"260";"332";5,21568199619651;1;8;10;0;1;0;0;0;0;0;-0,0102815735339075;-0,00806324194785026
"261";"333";71,7600709293038;0;0;1;1;2;6;0;3;4;3;0,0128418907376074;-0,00202683158496477
