"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"enviro";"enviro2";"env";"site"
"2119";5;6;6;1;2;0;0;0;0;0;-0,0452078787683835;0,0358924643721476;8,80452557466924;20
"2120";0;0;0;0;1;4;0;8;5;2;0,0291359259835993;-0,00470652422988422;77,1818185225129;21
"2121";0;2;9;5;2;0;1;1;0;0;-0,0282961030673352;-0,00765459543093634;24,3590353988111;22
"2122";0;0;0;4;4;3;2;5;2;0;0,0100226142380928;-0,03156048497735;59,6024584025145;23
"2123";0;0;0;0;0;2;1;4;7;6;0,0536115344920227;0,0673697267557481;99,6931206900626;24
"2124";0;0;0;0;0;2;0;5;5;8;0,0472500822080305;0,0445656733307819;93,8422110164538;25
"2125";0;0;0;1;1;0;0;7;6;5;0,0319515166576454;0,00143048583369254;79,7714420827106;26
"2126";0;0;0;2;1;3;0;5;5;4;0,0293388127307032;-0,00428302740014779;77,3684224579483;27
"2127";0;1;0;0;1;0;0;10;4;4;0,030354500405249;-0,00211920287618949;78,3025954384357;28
"2128";0;0;0;0;0;5;0;7;6;2;0,0235472774554244;-0,0152286232027752;72,0416907221079;29
"2129";7;5;4;0;1;1;2;0;0;0;-0,0312653679257063;-0,00147134320170927;21,6280708787963;30
"2130";0;0;0;1;0;1;0;4;6;8;0,0525702169103262;0,0634411846351721;98,7353747477755;31
"2131";0;3;2;3;4;6;1;0;0;1;-3,76819890462639e-05;-0,0353269967413877;50,3495579818264;32
"2132";0;0;0;0;0;1;0;6;8;5;0,0499090891258235;0,0537496997354007;96,2878175545484;33
"2133";0;0;0;0;0;1;0;2;7;10;0,0502297777410143;0,0548910922188533;96,5827690903097;34
"2134";0;6;5;2;4;3;0;0;0;0;-0,0203178205779984;-0,0211832331859576;31,6970154875889;35
"2135";0;3;1;3;5;4;1;2;0;1;-0,00124049384983516;-0,0352987433766776;49,2432785918936;36
"2136";0;3;5;7;2;2;1;0;0;0;-0,030477965832709;-0,00317173450965745;22,3522794898599;37
"2137";0;0;1;4;3;7;1;4;0;0;0,00124044233464602;-0,0352450016228436;51,5251055825502;38
"2138";0;0;0;1;0;0;0;6;6;7;0,0444374568995415;0,0353947179748694;91,2553148344159;39
"2139";0;0;1;2;3;2;0;5;5;2;0,0152713249947049;-0,0267568479184526;64,4299303647131;40
"2140";4;6;9;0;1;0;0;0;0;0;-0,0463830766307098;0,0396694321989607;7,72364400327206;41
"2141";0;0;0;2;5;7;1;4;1;0;0,00454345493485374;-0,0344985637368828;54,5630326960236;42
"2142";2;8;6;1;3;0;0;0;0;0;-0,0332386768909193;0,00298245668138401;19,8131311452016;43
"2143";0;1;5;4;4;3;1;2;0;0;-0,010081359764856;-0,0319542905989141;41,1119422875345;44
"2144";0;0;1;2;5;2;0;5;1;4;0,0156051505033419;-0,0263854960170501;64,7369644837454;45
"2145";1;7;4;2;3;3;0;0;0;0;-0,0227620913362628;-0,0175163694893611;29,4489113148302;46
"2146";0;2;2;7;2;5;1;1;0;0;-0,0101625078008649;-0,0318980163974011;41,0373068414629;47
"2147";7;5;7;0;1;0;0;0;0;0;-0,0373114873525306;0,0130447734227889;16,0671868128702;48
"2148";0;1;3;5;4;2;4;0;1;0;0,00422986223641704;-0,0346025485449613;54,2746075894684;49
"2149";0;5;3;8;1;1;2;0;0;0;-0,0350825551680356;0,00739276992908601;18,1172345532104;50
"2150";0;0;0;3;2;4;0;5;3;3;0,0190518406340273;-0,0220910422495804;67,9070381913334;51
"2151";8;7;4;0;1;0;0;0;0;0;-0,0501894732738276;0,0525726618028288;4,22273227013648;52
"2152";0;0;0;0;0;0;0;4;9;7;0,0523840373932524;0,0627468650099804;98,564137192443;53
"2153";0;0;0;0;0;2;0;9;5;4;0,0381006070237876;0,0167807133206033;85,4270330863073;54
"2154";3;5;7;1;4;0;0;0;0;0;-0,0427669548430961;0,0283593934482533;11,0495515167713;55
"2155";0;3;2;0;5;5;0;5;0;0;0,010777045739219;-0,0309898048580579;60,2963424986228;56
"2156";0;0;5;6;8;1;0;0;0;0;-0,0195060557564716;-0,0223076603764388;32,4436315800995;57
"2157";1;6;8;2;3;0;0;0;0;0;-0,0313753051451296;-0,00123044929911442;21,5269567444921;58
"2158";0;1;1;1;2;5;2;2;3;3;0,013645287068564;-0,028453095901586;62,9343912005424;59
"2159";0;0;0;0;0;2;0;7;1;10;0,048166319359227;0,0476738846384019;94,6849149418995;60
"2160";0;0;0;1;1;3;0;7;5;3;0,0266578646645739;-0,00964442820447255;74,902635673061;61
"2161";0;2;0;4;7;2;1;4;0;0;0,00951128732405397;-0,0319244080080831;59,1321683721617;62
"2162";0;2;6;8;3;0;1;0;0;0;-0,027315390707464;-0,00956000259311003;25,2610400319099;63
"2163";1;1;3;2;3;4;1;2;1;2;-0,00563770006393382;-0,0343255670672244;45,198973105289;64
"2164";0;0;0;1;5;6;0;5;3;0;0,0160046295952594;-0,0259307617422628;65,104383113794;65
"2165";2;7;5;4;1;0;1;0;0;0;-0,0344117034849411;0,00576038216815812;18,7342465855181;66
"2166";0;0;6;0;4;5;3;0;0;2;0,0057385017350626;-0,0340386063844811;55,6621702155098;67
"2167";0;3;4;5;2;4;1;1;0;0;-0,0107724422836031;-0,0314601510384255;40,4763230588287;68
"2168";0;0;0;0;0;1;2;3;3;11;0,0512387347648092;0,0585295564866716;97,5107515929267;69
"2169";9;8;3;0;0;0;0;0;0;0;-0,0535797113146094;0,0649270636286804;1,10458005219698;70
"2170";0;0;0;0;0;2;0;6;4;8;0,0363877658305522;0,0122364477650287;83,8516571093351;71
"2171";0;1;2;6;5;1;1;2;1;1;-0,00556145277928472;-0,0343540805132971;45,269101113081;72
"2172";0;0;0;0;0;0;0;5;7;8;0,0412723217479344;0,0257427424398497;88,3441997226328;73
"2173";0;0;3;3;3;2;1;7;0;1;0,00577350907284992;-0,0340236113535687;55,6943680159748;74
"2174";1;3;8;0;3;3;2;0;0;0;-0,0204849830493097;-0,0209459050121508;31,5432687522843;75
"2175";0;0;3;1;4;6;4;0;2;0;0,00623474462382533;-0,0338179602383997;56,1185867991298;76
"2176";0;1;3;2;7;5;2;0;0;0;-0,00991978539000956;-0,0320649531081134;41,2605494027957;77
"2177";0;0;0;0;0;1;1;5;9;4;0,0481209678472035;0,0475186404892243;94,6432031458244;78
"2178";0;6;5;3;5;1;0;0;0;0;-0,0363352170160932;0,010525999123108;16,9651059200987;79
"2179";0;0;0;0;0;2;0;6;5;7;0,0386861607539202;0,0183817640568886;85,9655928099528;80
"2180";0;0;0;0;2;3;1;5;8;1;0,0241325910248686;-0,014230070215684;72,5800295593217;81
"2181";0;0;3;6;6;3;2;0;0;0;-0,0138175456193125;-0,0288809245245188;37,6756065292284;82
"2182";7;8;3;0;0;1;1;0;0;0;-0,0438917848550565;0,0317784975211842;10,0149954902008;83
"2183";0;2;3;4;3;6;0;1;1;0;-0,0162228173144823;-0,0263805265399509;35,463371523656;84
"2184";9;4;7;0;0;0;0;0;0;0;-0,048798188129761;0,0477376715020982;5,50235889386386;85
"2185";0;6;3;6;1;2;2;0;0;0;-0,016049200730352;-0,026574696731344;35,6230543926358;86
"2186";0;1;4;4;4;4;1;1;1;0;-0,0185036802544494;-0,0236318755911229;33,3655607653782;87
"2187";0;2;1;3;4;1;2;4;1;2;0,0106395889705298;-0,0310967782076005;60,1699174148962;88
"2188";0;0;0;0;0;3;1;1;5;10;0,0385856181538241;0,018105132717163;85,8731193235144;89
"2189";0;0;0;1;4;6;0;6;3;0;0,0164835874456529;-0,0253706924035361;65,544901881367;90
"2190";0;1;1;1;6;5;1;4;1;0;0,011267978816164;-0,0305968466447812;60,7478754129261;91
"2191";0;0;0;5;5;4;5;0;1;0;-0,00342741973514211;-0,0349854966704254;47,2318659070879;92
"2192";0;0;0;0;1;4;0;4;7;4;0,0375685220445549;0,0153468673168524;84,937650943175;93
"2193";0;0;0;0;4;2;0;4;7;3;0,0297200742661447;-0,00347933129978066;77,7190855937079;94
"2194";0;0;0;0;1;2;1;7;3;6;0,0359033092193183;0,010988761305736;83,4060808876529;95
"2195";0;8;6;3;3;0;0;0;0;0;-0,0165172814811575;-0,0260463330987902;35,1925397757441;96
"2196";0;1;2;4;6;5;1;1;0;0;-0,00805849317200215;-0,0332067462706976;42,9724623681977;97
"2197";1;4;6;3;6;0;0;0;0;0;-0,0281831732943524;-0,00787746642988107;24,4629019172862;98
"2198";0;0;0;0;2;2;0;4;3;9;0,0337806537213378;0,00571749566674997;81,4537805272266;99
"2199";0;0;6;8;4;2;0;0;0;0;-0,0275335156211355;-0,00914208803913538;25,0604208791628;100
"21100";0;0;0;0;1;4;0;8;3;4;0,034235683699353;0,00682068150412425;81,8722917698324;101
"21101";0;1;5;4;3;3;2;1;1;0;-0,0128318705882919;-0,0297875087119907;38,5821755509824;102
"21102";0;0;0;0;2;2;0;6;6;4;0,0316372154763177;0,000717646380089295;79,4823653530329;103
"21103";0;0;0;1;2;1;0;2;5;9;0,0423083446053825;0,0288241371486313;89,2970758723095;104
"21104";0;0;0;0;0;4;0;7;6;3;0,0337918590261883;0,00574448639853301;81,4640865428373;105
"21105";1;3;5;1;3;3;4;0;0;0;-0,0259066511695938;-0,0121781033511263;26,556720235385;106
"21106";0;2;1;4;4;4;3;1;1;0;-0,016089782747806;-0,0265295011295412;35,5857293121517;107
"21107";0;0;0;6;4;7;1;1;1;0;-0,00322288403822035;-0,0350291172744151;47,41998645477;108
"21108";0;0;0;0;1;1;0;3;5;10;0,0538889646410293;0,068429302164031;99,9482854967937;109
"21109";0;0;4;6;0;6;1;2;1;0;-0,00230717692649825;-0,0351881687356437;48,262202879414;110
"21110";0;0;0;0;0;1;1;4;5;9;0,042453788748467;0,0292627952837172;89,4308472983539;111
"21111";0;1;3;2;6;5;3;0;0;0;-0,0076213421408532;-0,0334394180591596;43,3745295507833;112
"21112";0;0;3;4;9;1;3;0;0;0;-0,0122233164662596;-0,0303129596630372;39,1418897546828;113
"21113";0;0;0;0;2;1;0;7;7;3;0,0350582968882678;0,00885217317674684;82,628885586746;114
"21114";0;0;0;0;4;4;1;6;4;1;0,0235153765367786;-0,0152823510448473;72,0123500330374;115
"21115";8;11;1;0;0;0;0;0;0;0;-0,0475736624214497;0,0435953575586551;6,62860947195441;116
"21116";0;0;0;0;0;3;0;7;3;7;0,0361461882016776;0,011612207575169;83,6294674547389;117
"21117";0;0;0;0;2;0;0;7;5;6;0,0297788496138937;-0,00335451970892282;77,7731438865885;118
"21118";0;1;3;5;2;3;0;5;1;0;0,00871741205625839;-0,0324528232483766;58,4020060952753;119
"21119";0;1;2;0;5;6;3;1;1;1;0,00103341536612444;-0,0352661164122726;51,3346937019378;120
"21120";0;0;0;0;1;2;0;4;6;7;0,0520866933741227;0,0616430583491974;98,2906567165628;121
"21121";0;0;0;0;0;2;0;7;7;4;0,0306340438012365;-0,00151087197690966;78,5597038920969;122
"21122";0;6;5;5;3;1;0;0;0;0;-0,0360059441308739;0,00969166218725464;17,2679527895525;123
"21123";0;1;0;2;3;3;0;6;4;1;0,011642931089578;-0,0302852538850596;61,0927356407046;124
"21124";8;5;6;0;1;0;0;0;0;0;-0,0541163780544952;0,0669571843789128;0,610983860678971;125
"21125";0;0;0;0;1;0;1;6;2;10;0,0485290514609203;0,0489207931664474;95,0185357360169;126
"21126";0;0;0;0;0;0;1;6;5;8;0,0335489667789191;0,00516140868330485;81,2406877754256;127
"21127";5;6;8;0;1;0;0;0;0;0;-0,0450374535089444;0,0353528360151669;8,96127324085683;128
"21128";0;0;1;3;6;4;0;3;1;2;0,0104842029546384;-0,0312160972099872;60,0270020077005;129
"21129";0;0;0;0;1;1;0;7;6;5;0,0310269776473659;-0,000646450849746493;78,9211025694385;130
"21130";0;0;0;0;4;4;0;8;2;2;0,0288638476435203;-0,00526988340504603;76,9315760117024;131
"21131";3;12;2;1;2;0;0;0;0;0;-0,0547404151110613;0,0693434000343909;0,0370293157175183;132
"21132";0;0;1;0;1;7;0;6;3;2;0,0161427786201081;-0,0257708804308343;65,2314448961988;133
"21133";0;0;1;3;6;2;1;2;4;1;0,00271786932296884;-0,0350064031700749;52,8839606791735;134
"21134";0;0;8;2;4;4;0;2;0;0;-0,0109782722458897;-0,0313064563540924;40,2870121179149;135
"21135";0;1;6;1;8;0;3;0;0;1;-0,00500856616823597;-0,0345485502080846;45,7776154391468;136
"21136";5;3;3;0;5;3;1;0;0;0;-0,0292497591878298;-0,00573658822858644;23,4819155884907;137
"21137";8;4;2;0;5;1;0;0;0;0;-0,041882195981401;0,0257328348409397;11,863303463906;138
"21138";0;0;0;1;0;2;0;7;4;6;0,0286201402624715;-0,00577005778768414;76,7074275296181;139
"21139";2;6;8;1;1;1;0;0;1;0;-0,0401076201757055;0,0206314130684012;13,4954595007002;140
"21140";5;9;6;0;0;0;0;0;0;0;-0,0433099512233538;0,0299987586666099;10,5501336744055;141
"21141";0;0;0;1;2;4;0;3;3;7;0,0324469352233875;0,00256827316019509;80,2271004999056;142
"21142";0;0;0;1;3;1;0;8;4;3;0,0262828225998705;-0,0103539547710145;74,5576928602532;143
"21143";4;5;6;0;4;1;0;0;0;0;-0,0337939163020842;0,00428523997433602;19,3024528445676;144
"21144";0;0;0;0;0;3;0;3;6;8;0,0441162358652931;0,0343828936007663;90,9598736092448;145
"21145";0;0;0;1;3;0;0;6;6;4;0,0372419104445523;0,0144766321696895;84,6372517757118;146
"21146";4;7;4;2;2;0;0;1;0;0;-0,0371944031059464;0,0127391427282516;16,1748743848875;147
"21147";0;1;3;0;5;3;1;4;3;0;0,00121422137956099;-0,0352478433901978;51,5009890077636;148
"21148";0;0;1;1;3;6;0;7;2;0;0,0157368501239085;-0,0262368257881244;64,8580944631249;149
"21149";0;2;2;5;3;6;2;0;0;0;-0,00586336056030609;-0,034238772305208;44,9914231430739;150
"21150";0;2;2;6;3;5;0;2;0;0;0,00108199946582238;-0,0352614332287898;51,3793786522001;151
"21151";4;8;6;1;1;0;0;0;0;0;-0,0428616221259863;0,028643704967694;10,9624818200245;152
"21152";0;0;1;0;2;6;0;9;1;1;0,00941897484114235;-0,0319881404088;59,0472644893453;153
"21153";0;2;1;2;6;5;2;1;1;0;-0,00574506490341476;-0,0342847204924911;45,1002249028534;154
"21154";0;0;6;6;7;1;0;0;0;0;-0,0174962553024393;-0,024891235682027;34,2921341536567;155
"21155";0;0;0;1;5;6;0;4;1;3;0,0169028168746431;-0,0248671645215286;65,930485771969;156
"21156";0;0;0;1;2;1;0;5;6;5;0,0312626946162537;-0,000122658744806813;79,1379019152373;157
"21157";0;2;6;10;1;1;0;0;0;0;-0,0327113069543071;0,00176523379801749;20,2981766546145;158
"21158";0;2;5;3;6;3;1;0;0;0;-0,00876595656349103;-0,0328015956503817;42,3217769246548;159
"21159";0;0;0;1;1;4;1;6;4;3;0,0270514245182571;-0,008889182737235;75,2646101173013;160
"21160";1;2;2;1;9;1;3;1;0;0;-0,00477855214866885;-0,0346230927590603;45,9891695296392;161
"21161";0;0;0;1;2;4;0;5;3;5;0,0221573373580382;-0,0175028924853026;70,7633011974394;162
"21162";0;2;5;6;3;2;1;0;1;0;-0,0172984786087477;-0,0251300516504245;34,4740381464362;163
"21163";0;0;1;1;1;8;0;3;3;3;0,0223919950074186;-0,017128514112076;70,9791262401268;164
"21164";0;0;0;0;1;0;0;3;8;8;0,050712221300904;0,0566218893842295;97,0264938194305;165
"21165";3;9;6;0;0;2;0;0;0;0;-0,0401814167176113;0,0208391241600744;13,4275855496526;166
"21166";0;0;0;2;4;6;1;2;4;1;0,0188996569547275;-0,0222983692374974;67,767068115063;167
"21167";5;4;8;0;3;0;0;0;0;0;-0,0444248295150838;0,0334299921465745;9,52473068609834;168
"21168";0;0;0;0;1;6;0;7;3;3;0,0295491504587349;-0,00384090728281563;77,5618793908507;169
"21169";7;3;4;0;6;0;0;0;0;0;-0,0351209379444264;0,00748712865270462;18,0819322122261;170
"21170";9;7;2;0;0;2;0;0;0;0;-0,0483485128465509;0,0462042054653414;5,91594518627971;171
"21171";3;8;5;0;4;0;0;0;0;0;-0,042363986902658;0,0271562554646304;11,4201789954677;172
"21172";0;0;1;2;3;5;2;4;2;1;0,011809868335882;-0,0301433300642308;61,2462752265856;173
"21173";9;7;4;0;0;0;0;0;0;0;-0,0529925305318863;0,0627291685196256;1,64463624823838;174
"21174";0;2;4;4;7;0;3;0;0;0;-0,0144189607136333;-0,0282940482620603;37,1224584057927;175
"21175";0;1;2;3;4;8;2;0;0;0;-0,00710751658863286;-0,0336956378669466;43,8471176894382;176
"21176";0;0;1;1;5;3;1;5;4;0;0,0111871503277855;-0,0306627152974573;60,6735338689759;177
"21177";0;7;6;4;2;1;0;0;0;0;-0,0445538144110731;0,0338326335115145;9,40609755925834;178
"21178";8;4;8;0;0;0;0;0;0;0;-0,0497430947257763;0,0510065081913716;4,63328640908003;179
"21179";0;2;1;1;1;5;1;5;3;1;0,0160457009461282;-0,0258833702879259;65,1421582559124;180
"21180";9;7;4;0;0;0;0;0;0;0;-0,0520432946894865;0,0592275741154784;2,51769053284079;181
"21181";0;1;5;2;5;2;2;2;1;0;-0,0103004295502145;-0,0318013036340144;40,9104540944099;182
"21182";0;0;0;0;3;7;1;4;5;0;0,0182108403053698;-0,0232163122641725;67,1335329068825;183
"21183";1;2;5;3;3;3;2;1;0;0;-0,0112420884456714;-0,0311050860079538;40,0443686638027;184
"21184";9;4;4;0;2;0;0;1;0;0;-0,0414926846086131;0,0245940373642417;12,2215543407947;185
"21185";5;3;8;0;2;2;0;0;0;0;-0,0390372493275018;0,0176619622134006;14,4799270201474;186
"21186";0;0;1;0;0;0;0;6;6;7;0,0412087130872227;0,0255560250836607;88,2856960175559;187
"21187";0;0;0;3;1;5;0;4;5;2;0,0221074715490734;-0,0175819483700321;70,7174374023452;188
"21188";0;0;1;1;3;3;0;6;5;1;0,0179795881684727;-0,0235169712901676;66,920840064995;189
"21189";4;7;6;0;2;1;0;0;0;0;-0,0422199391444932;0,0267289568663539;11,5526661043987;190
"21190";0;0;0;0;0;1;0;6;5;8;0,0521758377965651;0,0619733264819217;98,3726467937231;191
"21191";5;8;6;0;0;0;1;0;0;0;-0,0491924541373816;0,0490939372312521;5,13973496854305;192
"21192";4;8;3;1;3;0;1;0;0;0;-0,0452132673849048;0,0359095601597982;8,7995694251731;193
"21193";0;0;0;0;0;1;0;7;4;8;0,0478251392427771;0,0465095460430994;94,3711164640263;194
"21194";0;0;0;0;1;2;0;6;8;3;0,0383723000486101;0,0175205777817053;85,6769212055951;195
"21195";0;0;1;2;6;3;3;2;2;1;0,00395477914108657;-0,0346880433347745;54,02160147205;196
"21196";0;0;0;0;4;3;0;4;5;4;0,0296699532089221;-0,00358557237894673;77,6729870354757;197
"21197";0;3;2;4;4;4;1;2;0;0;-0,00921728003707751;-0,0325246562294086;41,9066747184843;198
"21198";0;3;4;5;5;3;0;0;0;0;-0,0136426292258952;-0,0290468153655765;37,8364848904312;199
"21199";0;0;0;0;0;1;0;5;2;12;0,0489415726173666;0,0503501515180674;95,3979497309774;200
"21200";0;1;5;3;3;3;0;3;2;0;0,00338691328236151;-0,0348476238762744;53,4993100678548;201
"21201";0;0;1;2;4;8;3;2;0;0;0,00409483699660343;-0,0346451819474189;54,1504188906401;202
"21202";0;0;0;0;0;1;0;6;5;8;0,0486165867789041;0,0492230922659456;95,0990458484739;203
"21203";0;0;0;2;8;5;2;0;2;1;0,0037353476337847;-0,0347524084977418;53,8197805872187;204
"21204";0;0;0;7;2;5;2;2;2;0;0,001728715214907;-0,0351832092988364;51,9741917960346;205
"21205";1;0;5;2;2;5;2;1;1;1;0,00370586039714141;-0,0347607986054292;53,7926598684862;206
"21206";0;3;3;3;3;6;1;1;0;0;-0,00806249320053557;-0,0332045549351583;42,9687833646312;207
"21207";0;0;0;0;1;5;0;4;8;2;0,0297499447422379;-0,00341593075701013;77,7465587947518;208
"21208";0;6;5;4;4;0;0;1;0;0;-0,0291877039392066;-0,00586334920427828;23,5389905516058;209
"21209";0;3;5;3;3;2;3;0;1;0;-0,0178990407744214;-0,024396325646278;33,9216744992882;210
"21210";0;0;0;2;5;3;0;5;2;3;0,0193900540685551;-0,021624419002282;68,2181080803275;211
"21211";0;0;1;3;1;6;1;3;4;1;0,0103361345111338;-0,031328209859686;59,8908168962225;212
"21212";0;0;0;0;1;1;0;5;11;2;0,0494253209229126;0,0520416235533563;95,8428744925186;213
"21213";0;0;2;5;4;6;3;0;0;0;0,000246137543056462;-0,0353187581263232;50,6105993874371;214
"21214";0;1;0;3;1;2;0;7;5;1;0,0208541773647834;-0,0195111902540415;69,5647271815687;215
"21215";1;2;3;3;7;3;1;0;0;0;-0,0070985496360781;-0,0336999436457199;43,8553649932146;216
"21216";1;5;10;1;1;1;1;0;0;0;-0,0328000770480787;0,00196874869658759;20,216530864127;217
"21217";13;7;0;0;0;0;0;0;0;0;-0,0537561070239483;0,0655920941794957;0,942341098561883;218
"21218";0;0;1;1;2;5;0;7;2;2;0,0194077266245608;-0,0215998145089888;68,2343623135239;219
"21219";4;6;7;0;1;1;1;0;0;0;-0,0389991931109171;0,0175578758102789;14,5149290096015;220
"21220";7;8;4;0;1;0;0;0;0;0;-0,044311530906723;0,0330772870727301;9,62893643882126;221
"21221";0;3;4;5;5;2;1;0;0;0;-0,0293306393941683;-0,00557096489939991;23,40752647724;222
"21222";3;6;6;1;2;1;1;0;0;0;-0,0383752608572656;0,0158659686407427;15,0887871626765;223
"21223";0;4;6;5;2;3;0;0;0;0;-0,0309838797015278;-0,00208424653234274;21,8869680771604;224
"21224";0;1;2;4;8;3;2;0;0;0;-0,00252047174217569;-0,0351564136327044;48,0660261819139;225
"21225";0;6;5;5;3;1;0;0;0;0;-0,0303265909078808;-0,00349360786941553;22,49150571879;226
"21226";0;1;3;1;1;4;4;2;4;0;0,0074139901569762;-0,0332238303287609;57,2031911928207;227
"21227";2;3;8;1;5;1;0;0;0;0;-0,0374267362064311;0,0133465590021902;15,9611873328686;228
"21228";0;1;2;2;9;3;3;0;0;0;-0,0130997637733365;-0,0295479041927359;38,3357823127881;229
"21229";0;0;0;1;2;3;0;7;6;1;0,0216874736666355;-0,018240830143665;70,3311467310414;230
"21230";6;8;4;0;2;0;0;0;0;0;-0,0438690134853713;0,0317083937078821;10,0359393283725;231
"21231";0;0;0;0;0;2;1;7;7;3;0,0414863796250254;0,0263731892680341;88,541078241542;232
"21232";0;0;0;1;4;4;2;3;5;1;0,0201080661518518;-0,0206070077944698;68,8784956233576;233
"21233";0;1;2;7;8;1;0;1;0;0;-0,014286471527148;-0,0284255293400917;37,2443145839497;234
"21234";0;1;1;1;3;4;0;4;3;3;0,0118208523395058;-0,0301339228363856;61,2563777016476;235
"21235";0;0;0;0;0;0;0;8;4;8;0,0511422147486564;0,058178378375212;97,4219778552651;236
"21236";1;1;5;8;3;2;0;0;0;0;-0,0306904821956269;-0,00271712227007771;22,1568187698722;237
"21237";0;4;4;4;6;1;1;0;0;0;-0,0230379428597262;-0,0170760335329882;29,195198439993;238
"21238";0;0;0;0;0;1;1;3;8;7;0,0513265802892941;0,0588497454885793;97,5915470160544;239
"21239";0;0;1;3;2;6;1;3;2;2;0,0205248583308411;-0,0199997116791412;69,2618378670886;240
"21240";1;0;5;2;4;2;1;2;3;0;-0,0105491655725565;-0,031623488743659;40,6816805480048;241
"21241";0;0;0;0;0;1;0;3;9;7;0,0474742494653886;0,0453206501117931;94,0483875805512;242
"21242";0;0;1;6;5;5;2;1;0;0;-0,0119183267960543;-0,0305664577904646;39,4224022747949;243
"21243";0;0;1;4;9;1;0;3;1;1;0,00837388045605743;-0,032667679812686;58,0860448535532;244
"21244";0;0;0;0;1;0;0;5;4;10;0,0469819998208161;0,0436674557964195;93,5956437606364;245
"21245";0;0;0;0;0;1;0;6;4;9;0,0470501559913733;0,0438953335891531;93,6583300121129;246
"21246";0;0;0;0;1;1;0;4;3;11;0,0430309823703605;0,0310183403278529;89,9617178598419;247
"21247";8;8;4;0;0;0;0;0;0;0;-0,0515767045955944;0,0575297272867135;2,94683412648737;248
"21248";0;0;0;0;1;6;0;4;4;5;0,0279037957606218;-0,00721595711621973;76,0485737351701;249
"21249";0;1;7;5;3;2;2;0;0;0;-0,0282575112926685;-0,00773085904173454;24,3945299647748;250
"21250";0;0;0;1;1;3;0;8;3;4;0,0244855490903065;-0,0136162199022771;72,9046607390046;251
"21251";0;8;4;1;4;1;2;0;0;0;-0,0315777168110024;-0,000784692405132491;21,3407897623256;252
"21252";0;0;0;1;1;1;0;5;2;10;0,0337144841482491;0,00555829084628725;81,3929214375094;253
"21253";5;5;6;0;1;3;0;0;0;0;-0,0376199766553247;0,0138546758304976;15,7834555255249;254
"21254";0;0;0;0;0;1;0;9;5;5;0,0410689211627728;0,0251466832415274;88,1571231875569;255
"21255";5;5;3;0;3;2;1;1;0;0;-0,0357714909737504;0,00910225573810309;17,4835897516459;256
"21256";0;0;0;0;1;2;0;9;7;1;0,0428973610339365;0,0306098347580355;89,8388203931972;257
"21257";0;0;0;0;1;0;0;4;8;7;0,0510028845392687;0,0576726006539673;97,2938296850771;258
"21258";0;2;2;3;6;2;1;4;0;0;-0,00159467383118629;-0,0352709430523385;48,9175235619769;259
"21259";0;2;2;5;3;4;1;1;2;0;-0,00401197323030892;-0,0348445362676576;46,6942261438817;260
"21260";0;1;1;5;4;5;0;3;1;0;0,00192828459536055;-0,0351531039139098;52,1577446023002;261
"21261";0;0;0;1;0;2;0;3;8;6;0,0478425041996973;0,0465686084454118;94,3870877847075;262
