"";"sp_01";"sp_02";"sp_03";"sp_04";"sp_05";"sp_06";"sp_07";"sp_08";"sp_09";"sp_10";"sp_11";"sp_12";"sp_13";"sp_14";"sp_15";"sp_16";"sp_17";"sp_18";"sp_19";"sp_20";"enviro";"enviro2";"env";"site"
"2116";0;1;1;0;1;18;0;1;15;2;0;0;0;1;0;0;0;0;0;0;-0,0310558456799582;-0,00112712148988973;22,4831618601456;17
"2117";0;0;0;0;0;0;1;0;1;0;0;1;15;16;0;2;2;0;2;0;0,0195882152652397;-0,0222309569702058;68,4278499800712;18
"2118";0;1;1;2;4;16;2;0;13;0;0;1;0;0;0;0;0;0;0;0;-0,0313781667460049;-0,000402749740492857;22,1907496685162;19
"2119";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;18;18;1;0,0524757870432366;0,0627389517272076;98,2637122739106;20
"2120";1;0;2;0;1;17;0;0;19;0;0;0;0;0;0;0;0;0;0;0;-0,0227553057011693;-0,017210562694801;30,0134766381234;21
"2121";11;2;1;11;2;8;2;0;1;0;1;0;0;1;0;0;0;0;0;0;-0,0524984922984815;0,0633289994708633;3,0302251689136;22
"2122";2;0;2;2;1;18;0;0;15;0;0;0;0;0;0;0;0;0;0;0;-0,0299915970172671;-0,00346586851051398;23,448656569235;23
"2123";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;18;21;0;0,0522296999038332;0,0618146259572856;98,0404600966722;24
"2124";0;0;0;0;1;1;0;0;0;1;0;1;17;17;1;0;0;1;0;0;0,0135318613425359;-0,0294066974540265;62,9334783414379;25
"2125";1;0;0;1;1;4;6;0;3;2;1;2;9;8;0;1;1;0;0;0;-0,00259476397624126;-0,0356645087250568;48,3032777439803;26
"2126";9;1;1;9;2;13;1;2;2;0;0;0;0;0;0;0;0;0;0;0;-0,046915079448788;0,0433648218067496;8,09554096776992;27
"2127";0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;2;2;15;14;2;0,0406306386708111;0,0231824716243231;87,517701042816;28
"2128";0;0;0;0;0;0;0;3;3;2;1;1;13;14;0;0;0;3;0;0;0,0115981819160496;-0,0311428243707334;61,1792292445898;29
"2129";0;0;0;0;0;0;0;1;1;1;3;2;5;4;4;3;3;5;6;2;0,0270823149949367;-0,00970423465521798;75,2265558578074;30
"2130";9;1;2;7;3;11;1;1;4;0;0;0;1;0;0;0;0;0;0;0;-0,0436841110674945;0,0328350293280247;11,026700749062;31
"2131";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;18;1;0,050830118231572;0,0566403993047921;96,7707486590371;32
"2132";0;0;0;0;2;2;2;5;3;0;1;1;12;8;1;1;1;0;1;0;0,00150818755791041;-0,0358443569572687;52,0255074603483;33
"2133";1;2;1;2;0;16;0;2;15;0;0;0;1;0;0;0;0;0;0;0;-0,0333248892984214;0,004130898853008;20,4246677458286;34
"2134";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;16;21;1;0,0402198883543497;0,0219916039684109;87,1450651437044;35
"2135";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;19;3;0,0524674919584338;0,0627077237810809;98,256186908111;36
"2136";10;2;2;10;1;13;0;0;2;0;0;0;0;0;0;0;0;0;0;0;-0,0522745704350279;0,0624852329507241;3,23336883448064;37
"2137";0;1;2;0;1;17;0;1;18;0;0;0;0;0;0;0;0;0;0;0;-0,021501276496982;-0,0192100485209074;31,1511417385191;38
"2138";0;0;1;3;0;0;1;1;0;1;5;2;13;8;2;2;1;0;0;0;0,00507887355446001;-0,0350166931040969;55,2648617187515;39
"2139";0;0;0;0;0;16;0;2;16;1;0;1;2;0;0;1;0;1;0;0;-0,010394867493351;-0,0319877157488552;41,2269628373906;40
"2140";0;0;0;0;1;1;1;3;1;5;6;4;4;3;3;6;2;0;0;0;0,00434423773905858;-0,0352618128847132;54,5983943622559;41
"2141";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;19;1;0,0497997016075599;0,0529209062639588;95,8359466399997;42
"2142";0;0;0;2;2;21;0;1;13;0;1;0;0;0;0;0;0;0;0;0;-0,02581559110971;-0,0118568558665234;27,2371617844328;43
"2143";0;0;0;0;0;16;3;1;17;2;0;0;1;0;0;0;0;0;0;0;-0,00696844039545554;-0,0341411385542849;44,3354442948475;44
"2144";0;0;0;0;1;20;0;0;19;0;0;0;0;0;0;0;0;0;0;0;-0,0244750497186748;-0,0142848248446884;28,4533114172518;45
"2145";0;0;0;1;1;1;0;4;0;0;2;0;14;11;0;3;2;0;0;1;0,0083043933812179;-0,0334816497996611;58,1910785287619;46
"2146";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;16;21;1;0,0351543970581811;0,00830186338116712;82,5496118282899;47
"2147";14;2;2;12;0;7;1;0;2;0;0;0;0;0;0;0;0;0;0;0;-0,0544379550733268;0,0707878541463314;1,27072937320918;48
"2148";9;2;4;11;2;8;1;0;2;0;0;1;0;0;0;0;0;0;0;0;-0,0509017401623097;0,0573909676022957;4,47881119325757;49
"2149";0;0;0;0;0;0;0;1;0;2;2;1;17;16;0;0;0;1;0;0;0,00831264683814937;-0,0334767632661729;58,1985661294311;50
"2150";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;21;0;0,0465376511422197;0,0416488325198497;92,8765889490023;51
"2151";0;0;0;0;1;1;0;0;2;0;2;2;14;13;1;2;1;0;0;1;0,00753017256558464;-0,0339182743056911;57,4886993505061;52
"2152";0;0;0;1;1;17;1;0;15;0;0;1;2;2;0;0;0;0;0;0;-0,0134514126299528;-0,0293550052920742;38,4540411876515;53
"2153";0;0;3;1;0;7;3;3;7;2;5;4;1;0;1;1;0;2;0;0;-0,000276708466870443;-0,0359147317164571;50,4062358289957;54
"2154";0;0;1;0;2;15;1;3;17;0;1;0;0;0;0;0;0;0;0;0;-0,0278699317700259;-0,00788555751776155;25,3734478726983;55
"2155";0;0;0;0;1;18;3;1;16;0;1;0;0;0;0;0;0;0;0;0;-0,0187012965327073;-0,0232667546372443;33,6913054576144;56
"2156";3;2;4;5;5;10;5;0;5;1;0;0;0;0;0;0;0;0;0;0;-0,0378253893393013;0,0156541537219474;16,3417789153755;57
"2157";2;2;2;2;1;16;1;2;11;0;0;0;0;1;0;0;0;0;0;0;-0,0420300351966728;0,0277345944049178;12,5272913137451;58
"2158";0;0;0;1;0;1;1;0;2;1;2;3;16;8;1;2;1;0;1;0;0,0054593867146059;-0,0348744890759952;55,6100662332028;59
"2159";0;0;0;0;0;0;1;0;0;3;0;1;11;15;1;3;3;1;1;0;0,0265665183106962;-0,0106956974958956;74,7586210723966;60
"2160";1;2;0;2;4;12;2;2;10;0;1;0;0;2;0;1;1;0;0;0;-0,023918885779259;-0,0152542508405882;28,9578676922247;61
"2161";0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;5;1;13;13;3;0,0356471227907927;0,00955254965995228;82,9966164659709;62
"2162";10;1;3;12;1;9;0;0;3;1;0;0;0;0;0;0;0;0;0;0;-0,0491534641400125;0,0510995002353126;6,06486087199301;63
"2163";0;2;0;0;0;17;1;3;13;2;0;1;0;0;0;0;0;1;0;0;-0,00997244022534103;-0,0322987805532929;41,6101921582595;64
"2164";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;21;1;0,043942706512104;0,0332278697833931;90,5224348884076;65
"2165";0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;0;18;16;1;0,0406506941938859;0,0232409279297187;87,5358955701813;66
"2166";16;3;1;16;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;-0,0538983099561169;0,068685334587747;1,76029964350164;67
"2167";7;2;2;12;1;13;0;0;3;0;0;0;0;0;0;0;0;0;0;0;-0,043622090004833;0,032640237275707;11,0829667421058;68
"2168";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0,0518720058749257;0,0604788518646017;97,7159572765231;69
"2169";0;0;0;0;0;2;1;1;2;2;3;2;7;8;4;3;1;2;1;1;0,0124098437425537;-0,0304467964192789;61,9155752006918;70
"2170";2;0;0;1;0;16;1;0;15;2;0;1;0;2;0;0;0;0;0;0;-0,0164412669395892;-0,0261304029917766;35,7416219776496;71
"2171";2;1;5;6;4;13;1;0;8;0;0;0;0;0;0;0;0;0;0;0;-0,0413423032388276;0,0256717832134944;13,1512071238831;72
"2172";0;0;1;2;1;12;1;3;13;0;2;1;2;0;1;1;0;0;0;0;-0,00789690404909155;-0,0336409279809532;43,4931348077953;73
"2173";2;2;1;1;1;16;1;0;16;0;0;0;0;0;0;0;0;0;0;0;-0,0288527310624846;-0,00587846910378842;24,4818446692079;74
"2174";2;2;1;3;1;18;1;0;11;1;0;0;0;0;0;0;0;0;0;0;-0,0472291618663383;0,0444284162466116;7,81060294248164;75
"2175";0;1;0;0;1;1;0;1;3;1;3;5;11;11;1;0;0;0;1;0;0,00651150762823915;-0,0344271536030743;56,5645585535094;76
"2176";0;0;1;0;3;4;3;2;7;2;1;6;4;2;1;0;1;0;1;2;4,14562025112484e-05;-0,0359189490894296;50,6948773050681;77
"2177";0;1;1;0;0;19;2;0;13;2;0;0;1;0;0;1;0;0;0;0;-0,0227968312736793;-0,0171424198963898;29,9758043140173;78
"2178";6;1;2;11;4;8;2;4;2;0;0;0;0;0;0;0;0;0;0;0;-0,0423015883275207;0,0285584586424873;12,2809361899272;79
"2179";0;0;0;2;2;18;0;0;17;0;0;1;0;0;0;0;0;0;0;0;-0,0189824520483025;-0,0228848440063166;33,4362389752641;80
"2180";0;0;0;0;0;16;0;1;19;1;1;0;1;0;1;0;0;0;0;0;-0,00898744561445678;-0,0329743114298338;42,5037869717926;81
"2181";0;0;1;2;1;12;0;1;19;2;1;0;1;0;0;0;0;0;0;0;-0,0142611027787656;-0,0285451483846593;37,7194839529693;82
"2182";0;0;1;1;1;15;4;1;11;2;0;1;2;1;0;0;0;0;0;0;-0,0135794136377006;-0,0292301120861038;38,3379176724702;83
"2183";0;0;0;0;0;0;1;0;0;0;0;1;16;16;1;3;1;0;1;0;0,0219873046873945;-0,018659821355112;70,6043226644397;84
"2184";0;0;0;0;0;0;0;2;0;3;2;2;14;12;0;4;0;1;0;0;0,0148129852607144;-0,0281085245029636;64,0957239782438;85
"2185";1;0;0;0;0;3;1;1;1;6;0;0;14;10;1;0;1;0;1;0;0,00549099887390206;-0,0348622071355582;55,6387450313196;86
"2186";0;0;0;0;0;0;0;0;0;1;2;2;15;11;3;4;1;0;1;0;0,0256911741050279;-0,0123345421938329;73,9645019639283;87
"2187";0;0;0;0;0;0;0;0;0;0;1;0;18;18;1;1;0;1;0;0;0,0116038666612756;-0,0311381140779387;61,1843864899129;88
"2188";0;0;0;1;2;3;0;1;2;5;3;3;11;4;4;1;0;0;0;0;0,00463000044882815;-0,0351710721832363;54,8576405271888;89
"2189";2;1;2;0;2;16;1;0;13;1;0;1;0;0;1;0;0;0;0;0;-0,0334576582629736;0,0044500163719662;20,3042187029496;90
"2190";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;20;1;0,0437082696844647;0,0324909144348815;90,3097519651055;91
"2191";0;1;0;2;0;8;0;2;9;2;2;5;4;4;1;0;0;0;0;0;-0,0065720947340256;-0,0343358097756457;44,695012178272;92
"2192";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;20;0;0,0359157271438768;0,0102416936640954;83,2402964355424;93
"2193";0;0;1;2;2;1;3;4;2;4;4;1;5;2;1;1;3;1;2;1;-0,00132243216219744;-0,0358496411005483;49,457547115162;94
"2194";0;0;1;1;0;0;0;1;0;0;4;1;14;15;1;2;0;0;0;0;0,0223939339729163;-0,0180135589186486;70,973219932057;95
"2195";0;0;0;1;2;16;1;1;12;1;1;2;1;1;1;0;0;0;0;0;-0,0054390264997402;-0,034830088736806;45,7229405408725;96
"2196";0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;12;14;2;0,0284011657242173;-0,00708223364249624;76,4230275526643;97
"2197";2;2;2;5;3;13;4;0;7;1;1;0;0;0;0;0;0;0;0;0;-0,0394556222693635;0,0201872567298129;14,8628188529983;98
"2198";0;0;0;0;0;1;0;1;0;0;1;0;14;14;2;2;2;0;2;1;0,0228401526473049;-0,01729070728844;71,3780330028385;99
"2199";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;19;18;1;0,0445034282158049;0,0350065209232216;91,0311260027811;100
"21100";0;1;0;0;0;2;2;4;3;2;2;5;10;5;1;2;1;0;0;0;0,00252525954906721;-0,0357018943680338;52,9482031241059;101
"21101";0;0;0;0;0;3;1;3;2;4;2;5;8;5;3;3;1;0;0;0;0,00373759623296204;-0,0354349996551041;54,0480444440618;102
"21102";0;0;0;0;0;0;0;1;0;1;1;4;15;11;2;1;0;1;2;1;0,0203179130706459;-0,0211885286561575;69,0898375352845;103
"21103";7;4;0;11;2;10;1;1;1;0;1;1;1;0;0;0;0;0;0;0;-0,0435759402225637;0,0324954721025766;11,1248341854662;104
"21104";13;4;4;8;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-0,0552300280862753;0,0739117496820661;0,552154541946948;105
"21105";0;0;0;0;0;0;0;0;1;1;1;0;18;18;0;1;0;0;0;0;0,0107082749618311;-0,0318515605866508;60,3718986967579;106
"21106";0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;2;14;18;0;0,0386801095036398;0,0176352788500694;85,7481657294556;107
"21107";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;15;21;2;0,0481668053406618;0,0471828513471256;94,3545703776181;108
"21108";0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;2;15;18;1;0,0406873010048;0,0233477011673286;87,5691055553034;109
"21109";0;0;0;0;0;0;1;0;1;1;0;0;10;11;4;1;0;6;3;2;0,0234837327810532;-0,0162229476201356;71,9618939328939;110
"21110";0;0;0;4;1;17;0;1;14;1;2;0;0;0;0;0;0;0;0;0;-0,0205944445280054;-0,0205855617268714;31,9738267920911;111
"21111";0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;1;2;15;16;1;0,0357066057338712;0,0097047151060759;83,0505798570812;112
"21112";4;0;7;3;4;9;6;2;5;0;0;0;0;0;0;0;0;0;0;0;-0,0419134372742497;0,0273824739136395;12,6330698607489;113
"21113";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;16;14;0;0,0391822113624822;0,01903710541549;86,2036764621735;114
"21114";0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;4;2;14;14;3;0,0473887373603127;0,0445160729828234;93,6487010214478;115
"21115";9;1;5;8;3;10;1;1;2;0;0;0;0;0;0;0;0;0;0;0;-0,0546585628500643;0,0716533916850688;1,0705922730267;116
"21116";0;0;0;0;0;0;1;1;1;0;1;2;18;15;0;1;0;0;0;0;0,0114263387524512;-0,0312841152095168;61,0233317827806;117
"21117";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;16;21;0;0,0415353005495973;0,0258480556411047;88,3384173735976;118
"21118";0;0;0;0;0;0;0;0;0;1;1;0;4;3;1;2;6;7;11;4;0,0299578376116781;-0,00382664008042588;77,835252461955;119
"21119";3;3;4;4;2;10;3;4;5;1;0;1;0;0;0;0;0;0;0;0;-0,0335389991748926;0,0046461492920285;20,2304255915806;120
"21120";15;1;0;22;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0517633198633749;0,0605722750735767;3,69717935100198;121
"21121";7;2;0;6;1;16;1;0;7;0;0;0;0;0;0;0;0;0;0;0;-0,0384220576081592;0,0172911268504808;15,8004767959937;122
"21122";2;1;2;1;1;14;4;2;11;1;1;0;0;0;0;0;0;0;0;0;-0,038601315101142;0,0177879198739818;15,6378529965878;123
"21123";0;2;0;1;0;1;2;1;4;1;3;1;12;8;3;1;0;0;0;0;0,00229944405376489;-0,0357399425371334;52,7433415409178;124
"21124";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;19;0;0,0462576811996925;0,0407170105963053;92,6225980278105;125
"21125";0;0;0;0;0;0;0;0;0;4;1;0;5;5;0;0;1;11;12;1;0,0325790073131093;0,00204856454296171;80,2131981123239;126
"21126";1;0;0;1;2;14;3;0;15;1;1;1;0;0;1;0;0;0;0;0;-0,0284931489709319;-0,00662086271967415;24,8080603545532;127
"21127";15;2;1;13;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0511633562942385;0,0583513243993517;4,24147099256516;128
"21128";4;3;3;7;4;13;3;0;3;0;0;0;0;0;0;0;0;0;0;0;-0,0430138411547451;0,0307445293591585;11,634774855338;129
"21129";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;19;20;0;0,0442242862110885;0,0341182383829722;90,7778861932456;130
"21130";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;14;20;0;0,0353161479781047;0,00871051299148343;82,6963535277173;131
"21131";0;0;0;0;0;18;3;1;17;1;0;0;0;0;0;0;0;0;0;0;-0,0210428088342851;-0,0199128511693155;31,5670671872795;132
"21132";0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;18;17;1;0,0447107905787689;0,0356700106832855;91,2192467600107;133
"21133";0;1;2;2;1;16;1;0;15;2;0;0;0;0;0;0;0;0;0;0;-0,0169848908292363;-0,0254751007084395;35,2484421338886;134
"21134";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;19;17;1;0,0456997628585155;0,0388768861222899;92,1164501458406;135
"21135";0;0;0;0;1;1;0;2;2;3;2;4;9;11;0;1;1;3;0;0;0,0109879192984375;-0,0316349771159517;60,6255942257121;136
"21136";8;1;4;6;2;10;5;0;2;1;1;0;0;0;0;0;0;0;0;0;-0,0487694311405954;0,0497469055340336;6,41325861215591;137
"21137";0;0;0;0;0;0;0;0;0;0;0;0;17;18;2;3;0;0;0;0;0,020182179467649;-0,0213853301455604;68,9666989492252;138
"21138";0;0;0;0;0;0;0;1;1;1;1;2;13;11;1;4;2;0;1;2;0,0253483142784283;-0,0129614519356536;73,6534568481147;139
"21139";0;0;0;0;1;10;0;0;11;4;6;0;4;2;0;1;1;0;0;0;-0,00444675468506735;-0,0351871982790601;46,6231372905895;140
"21140";0;0;0;1;2;2;0;2;2;2;1;9;6;7;2;1;2;0;0;1;0,00182494878800966;-0,0358079557186909;52,3128757253289;141
"21141";0;0;1;1;0;18;0;1;14;1;0;2;2;0;0;0;0;0;0;0;-0,0111695927453659;-0,0313839141640036;40,5241260305047;142
"21142";0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;1;17;16;1;0,0330468268490541;0,0031490616477025;80,6376076536253;143
"21143";0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;2;13;15;1;0,0366438237647795;0,0121357988027572;83,900831383653;144
"21144";2;1;0;2;1;16;2;0;11;1;2;0;0;2;0;0;0;0;0;0;-0,0323954355584596;0,00193236776742327;21,267875446938;145
"21145";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;19;19;0;0,048409095540839;0,0480221654996045;94,574377941899;146
"21146";3;3;4;10;2;10;0;1;3;1;1;1;1;0;0;0;0;0;0;0;-0,0389294872699129;0,0187033953939668;15,3401326388121;147
"21147";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;21;17;0;0,0447634240174891;0,0358389114999609;91,2669962272048;148
"21148";0;2;2;2;1;12;5;2;10;1;0;1;1;0;0;1;0;0;0;0;-0,0276544408337444;-0,00831636156993918;25,568942935206;149
"21149";0;0;0;0;0;1;0;1;2;0;0;0;12;18;2;1;1;1;0;1;0,00852340561964899;-0,0333503236644367;58,3897681441158;150
"21150";1;2;3;0;0;16;1;1;12;3;1;0;0;0;0;0;0;0;0;0;-0,0309648756921783;-0,00133021343769291;22,5656905444339;151
"21151";0;0;0;0;2;0;1;2;0;0;1;1;15;14;2;1;0;1;0;0;0,00788799856151712;-0,0337218288892764;57,8133218921721;152
"21152";5;2;2;7;4;12;0;1;7;0;0;0;0;0;0;0;0;0;0;0;-0,0485177967921944;0,0488663748090037;6,64154326077551;153
"21153";0;0;0;0;0;0;1;1;3;1;3;2;12;15;0;0;1;0;1;0;0,0123584589603218;-0,0304922638669421;61,8689585244283;154
"21154";0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;3;17;16;0;0,0309629578098103;-0,00163206341354299;78,7471053656191;155
"21155";0;0;0;0;0;0;0;1;0;0;0;1;3;1;1;2;3;12;15;1;0,0325782098134336;0,00204670193105164;80,2124746143818;156
"21156";17;2;1;13;0;4;0;2;0;1;0;0;0;0;0;0;0;0;0;0;-0,0528279836755399;0,0645771151733674;2,73130801506341;157
"21157";1;0;1;0;0;11;3;1;9;3;0;2;3;2;2;1;0;1;0;0;-0,0059251530598411;-0,0346293217935079;45,281922724098;158
"21158";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;20;0;0,0423458605464022;0,0282863062655529;89,0737637411803;159
"21159";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;20;17;1;0,0510419914697207;0,0574146518704848;96,9629617175087;160
"21160";0;0;1;0;0;0;1;1;1;2;2;1;11;8;2;1;2;4;3;0;0,021064426380251;-0,0200824951926317;69,7670802474022;161
"21161";1;0;2;4;2;17;2;2;9;1;0;0;0;0;0;0;0;0;0;0;-0,0301564607626447;-0,00310889694135633;23,2990908902138;162
"21162";1;0;0;0;0;1;2;2;3;0;2;4;11;8;3;0;2;1;0;0;0,00276628713125058;-0,035657241421024;53,1668652314693;163
"21163";0;0;0;0;1;0;0;0;1;2;1;1;14;17;1;1;0;1;0;0;0,0104902465219153;-0,0320165253446912;60,1741015911102;164
"21164";2;2;1;0;0;12;0;4;13;2;0;1;2;0;1;0;0;0;0;0;-0,0162836392577549;-0,0263164422867953;35,8846230432391;165
"21165";1;1;0;2;1;18;2;0;11;3;0;1;0;0;0;0;0;0;0;0;-0,0305572066081317;-0,00223303959971662;22,9355311254039;166
"21166";2;2;0;2;1;15;2;2;13;0;1;0;0;0;0;0;0;0;0;0;-0,0342123917939409;0,00628811940477464;19,6195185417309;167
"21167";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18;21;0;0,0504938544207455;0,0554182043154937;96,4656875003129;168
"21168";0;1;1;1;1;15;3;1;9;2;5;0;0;1;0;0;0;0;0;0;-0,0201132577487524;-0,0212914519642981;32,410363201052;169
"21169";3;0;1;1;3;19;0;0;12;0;0;1;0;0;0;0;0;0;0;0;-0,0296272746352757;-0,00424779336541071;23,7791726831347;170
"21170";1;3;1;1;1;17;2;1;12;0;1;0;0;0;0;0;0;0;0;0;-0,040710428749575;0,0238064632104643;13,7244486017153;171
"21171";0;1;0;1;2;6;5;1;5;1;4;5;1;4;3;0;0;0;0;1;-0,00165059260227708;-0,0358130207418342;49,1598373977467;172
"21172";1;1;3;2;2;14;4;2;8;2;0;0;1;0;0;0;0;0;0;0;-0,0364760017176328;0,0120463999392615;17,5659539178014;173
"21173";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;18;18;1;0,0395695000874691;0,0201307555435888;86,5550278220326;174
"21174";0;0;0;1;0;14;0;0;13;2;4;2;1;0;0;0;2;0;0;1;-0,00450503868385657;-0,0351681776974571;46,5702615911141;175
"21175";0;0;0;0;0;1;0;1;2;2;2;1;8;10;2;1;4;0;4;2;0,0278219496966038;-0,00824915825432711;75,8975582430139;176
"21176";0;0;0;0;2;14;0;1;17;3;1;1;0;0;1;0;0;0;0;0;-0,00517875031304097;-0,0349306030426863;45,9590651327744;177
"21177";1;0;2;2;3;14;3;0;10;0;1;1;0;1;1;0;0;1;0;0;-0,0191157126169703;-0,0227018444457539;33,3153439452872;178
"21178";0;0;0;0;0;0;1;0;0;1;1;0;12;14;1;2;3;1;3;1;0,0255666268503807;-0,0125632500565453;73,8515117205679;179
"21179";0;0;0;0;0;10;1;5;15;2;2;0;1;3;1;0;0;0;0;0;-0,00546292677506477;-0,0348206148937814;45,7012580242008;180
"21180";0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;1;3;17;9;6;0,0469251881972208;0,0429479608924684;93,2281655957922;181
"21181";1;0;1;1;2;8;3;3;10;0;4;2;1;0;2;1;0;1;0;0;-0,00346181866631026;-0,0354717186080554;47,5166789488867;182
"21182";0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;1;0;14;18;0;0,0323599306310377;0,00153861446056262;80,0144500331953;183
"21183";0;0;2;0;2;14;2;0;18;0;1;1;0;0;0;0;0;0;0;0;-0,00930051161387128;-0,032767159720422;42,2197710489854;184
"21184";0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3;1;15;17;0;0,0419417295234448;0,0270647375087793;88,7071329168975;185
"21185";1;0;0;0;1;18;1;0;14;2;1;1;0;0;1;0;0;0;0;0;-0,0110909163251868;-0,0314471996168823;40,5955018941313;186
"21186";0;0;0;0;0;0;0;0;1;0;2;1;6;4;1;4;2;6;10;3;0,028172211944245;-0,00754637862716537;76,2153188930824;187
"21187";0;0;0;0;0;1;1;1;0;1;2;2;1;2;0;4;1;11;11;2;0,0348392591097477;0,00751109289028281;82,2637162171304;188
